"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"BIL","Bhartiya International Limited","7(2)","Urbanac Projects Private Limited","Promoter Group","Equity Shares","775000","5.97",,"426000","137385000","Buy","Equity Shares","1201000","8.96","02-Sep-2025","02-Sep-2025","08-Oct-2025","Conversion of security","-","-","0","0","0","0","NSE","-","09-Oct-2025 15:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188951_1543251_09102025032531_WEB.xml"
"HEUBACHIND","Heubach Colorants India Limited","7(2)","Sudarshan Europe B.V.","Promoters","Equity Shares","Nil","0",,"1705719","1027359009","Buy","Equity Shares","1705719","7.38","03-Oct-2025","03-Oct-2025","07-Oct-2025","Others","-","-","0","0","0","0","BSE","-","08-Oct-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188949_1542598_08102025043653_WEB.xml"
"HEUBACHIND","Heubach Colorants India Limited","7(2)","Sudarshan Europe B.V.","Promoters","Equity Shares","1705719","7.38",,"1962317","1181925619","Buy","Equity Shares","3668036","15.89","03-Oct-2025","03-Oct-2025","07-Oct-2025","Others","-","-","0","0","0","0","NSE","-","08-Oct-2025 16:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188949_1542598_08102025043653_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","990445","0.15",,"5769","11538","Sell","Equity Shares","984676","0.15","07-Oct-2025","07-Oct-2025","08-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","08-Oct-2025 16:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188947_1542570_08102025042406_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Chandresh Sharma","-","Equity Shares","20722","0.01",,"2001","552876","Sell","Equity Shares","18721","0.01","16-Sep-2025","16-Sep-2025","07-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","07-Oct-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188945_1542023_07102025052526_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Chandresh Sharma","-","Equity Shares","18721","0.01",,"9000","2431800","Sell","Equity Shares","9721","0","30-Sep-2025","30-Sep-2025","07-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","07-Oct-2025 17:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188945_1542023_07102025052526_WEB.xml"
"SCHAND","S Chand And Company Limited","7(2)","Ms. Neerja Jhunjhnuwala","Promoters","Equity Shares","4008345","11.37",,"3992500","0","Buy","Equity Shares","8000845","22.7","30-Sep-2025","30-Sep-2025","03-Oct-2025","Gift","-","-","0","0","0","0","NA","-","07-Oct-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188943_1541955_07102025043233_WEB.xml"
"SCHAND","S Chand And Company Limited","7(2)","Mr. Dinesh Kumar Jhunjhnuwala","Promoters","Equity Shares","3846854","10.91",,"3460000","0","Sell","Equity Shares","386854","1.09","30-Sep-2025","30-Sep-2025","03-Oct-2025","Gift","-","-","0","0","0","0","NA","-","07-Oct-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188943_1541955_07102025043233_WEB.xml"
"SCHAND","S Chand And Company Limited","7(2)","Mr. Gaurav Kumar Jhunjhnuwala","Promoter Group","Equity Shares","592000","1.68",,"532500","0","Sell","Equity Shares","59500","0.17","30-Sep-2025","30-Sep-2025","03-Oct-2025","Gift","-","-","0","0","0","0","NA","-","07-Oct-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188943_1541955_07102025043233_WEB.xml"
"SKFINDIA","SKF India Limited","7(2)","SKF F��rvaltning AB","Promoter Group","Equity Shares","196423","0.4",,"196423","0","Sell","Equity Shares","Nil","0","01-Oct-2025","01-Oct-2025","06-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","07-Oct-2025 15:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1188941_1541907_07102025034612_WEB.xml"
