"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"NCC","NCC Limited","7(2)","Alluri Arundhati","Promoter Group","Equity Shares","3673022","0.59",,"10000","1863200","Buy","Equity Shares","3683022","0.59","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189466_1574925_14112025041905_WEB.xml"
"MEGAFLEX","Mega Flex Plastics Limited","7(2)","Nezone Herbals Pvt Ltd","Promoter Group","Equity Shares","3000","0.02",,"15000","75","Buy","Equity Shares","18000","0.15","13-Nov-2025","14-Nov-2025","14-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189462_1574897_14112025040601_WEB.xml"
"MEGAFLEX","Mega Flex Plastics Limited","7(2)","Nezone Herbals Pvt Ltd","Promoter Group","Equity Shares","Nil","0",,"3000","76","Buy","Equity Shares","3000","0.02","12-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 16:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189462_1574897_14112025040601_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Ajay Bhagwat","Promoters","Equity Shares","2345584","0.86",,"40000","49710344","Sell","Equity Shares","2305584","0.85","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","14-Nov-2025 12:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189458_1574770_14112025125523_WEB.xml"
"NCC","NCC Limited","7(2)","A V S R Holdings Private Limited","Promoters","Equity Shares","67005578","10.67",,"238696","44465921","Buy","Equity Shares","67244274","10.71","11-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189456_1574740_14112025122602_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","750251","1.57",,"4321","18948713","Buy","Equity Shares","754572","1.58","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","754572","1.58",,"4275","18949674","Buy","Equity Shares","758847","1.59","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","745817","1.56",,"4434","18948672","Buy","Equity Shares","750251","1.57","11-Nov-2025","11-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","739155","1.55",,"6662","31589547","Buy","Equity Shares","745817","1.56","04-Nov-2025","04-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 12:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189454_1574723_14112025121304_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1979571","1.11",,"7681","1992039","Buy","Equity Shares","1987252","1.11","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189452_1574705_14112025115503_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3652684","13.58",,"4188","616683","Buy","Equity Shares","3656872","13.6","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189450_1574697_14112025115040_WEB.xml"
"CHEMBONDCH","Chembond Chemicals Limited","7(2)","Nirmal V. Shah","Promoters","Equity Shares","3650049","13.57",,"2635","392615","Buy","Equity Shares","3652684","13.58","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189450_1574697_14112025115040_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","MAHESH JAISALMERIA","-","Equity Shares","1174","0",,"479","797280","Sell","Equity Shares","695","0","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1949000","1.14",,"12230","20416586","Sell","Equity Shares","1936770","1.13","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1936770","1.13",,"42000","69262466","Sell","Equity Shares","1894770","1.1","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","DEVAL PRAKASH MAJMUDAR","-","Equity Shares","331286","0.19",,"6000","9914571","Sell","Equity Shares","325286","0.19","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","REGINA DAWN BUCHWALD","-","Equity Shares","10502","0.01",,"7000","11278061","Sell","Equity Shares","3502","0","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","DEVAL PRAKASH MAJMUDAR","-","Equity Shares","325286","0.19",,"15000","24851367","Sell","Equity Shares","310286","0.18","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189449_1574693_14112025114803_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","454852","2.46",,"2331","1038251","Buy","Equity Shares","457183","2.47","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","14-Nov-2025 11:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189446_1574670_14112025111238_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Kishor Patil","Promoters","Equity Shares","13345605","4.87",,"40000","50059920","Buy","Equity Shares","13385605","4.88","13-Nov-2025","13-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE","-","13-Nov-2025 22:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189444_1574505_13112025101939_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA SANJEEV PATIL","-","Equity Shares","285430","0.12",,"5930","3107320","Sell","Equity Shares","279500","0.12","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 19:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189440_1574201_13112025075923_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA SANJEEV PATIL","-","Equity Shares","285930","0.12",,"500","262850","Sell","Equity Shares","285430","0.12","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","BSE","-","13-Nov-2025 19:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189440_1574201_13112025075923_WEB.xml"
"INDGN","Indegene Limited","7(2)","BINA SANJEEV PATIL","-","Equity Shares","279500","0.12",,"2000","1031699","Sell","Equity Shares","277500","0.12","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 19:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189440_1574201_13112025075923_WEB.xml"
"INFY","Infosys Limited","7(2)","Vadiraj Shesharaj Guttal","-","ADR/GDR/FCCB","2471","0",,"1871","2820177","Sell","ADR/GDR/FCCB","600","0","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NA","-","13-Nov-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189439_1574148_13112025074315_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","9084527","0.22",,"27800","42517604","Sell","Equity Shares","9056727","0.22","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189439_1574148_13112025074315_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Stuti Jhawar","Promoter Group","Equity Shares","1287000","0.42",,"5000","2326078","Buy","Equity Shares","1292000","0.42","12-Nov-2025","12-Nov-2025","13-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189436_1573986_13112025065728_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","3202237","0.13",,"487","578556","Sell","Equity Shares","3201750","0.13","12-Nov-2025","12-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","3002322","0.12",,"200000","240007254","Buy","Equity Shares","3202322","0.13","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","3002715","0.12",,"389","458384","Sell","Equity Shares","3002326","0.12","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","3002326","0.12",,"4","4713","Sell","Equity Shares","3002322","0.12","10-Nov-2025","10-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","3202322","0.13",,"1","1201","Sell","Equity Shares","3202321","0.13","11-Nov-2025","11-Nov-2025","12-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Nov-2025 18:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189434_1573915_13112025064101_WEB.xml"
