"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"GOKUL","Gokul Refoils and Solvent Limited","7(2)","Arjunsinh Rajput","Promoter Group","Equity Shares","1011293","1.02",,"66650","2585383","Buy","Equity Shares","1077943","1.08","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194128_1628018_19022026061402_WEB.xml"
"CURAA","Cura Technologies Limited","7(2)","Sanjana Lagumavarapu","Promoters","Equity Shares","20000","0.2",,"20000","1700000","Sell","Equity Shares","Nil","0","19-Feb-2026","19-Feb-2026","19-Feb-2026","Market Sale","-","-","0","0","0","0","BSE","-","19-Feb-2026 18:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194127_1628013_19022026060639_WEB.xml"
"ADVAIT","Advait Energy Transitions Limited","7(2)","Bhavesh Pradyumna Kundalia","Immediate relative","Equity Shares","4829","0.04",,"800","1372320","Sell","Equity Shares","4029","0.04","17-Feb-2026","17-Feb-2026","18-Feb-2026","Market Sale","-","-","0","0","0","0","BSE","-","19-Feb-2026 18:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194126_1628008_19022026060515_WEB.xml"
"FUSION","Fusion Finance Limited","7(2)","Devesh Sachdev","Promoters","Equity Shares","4553337","2.81",,"128974","24391537","Sell","Equity Shares","4424363","2.73","17-Feb-2026","17-Feb-2026","18-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 17:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194122_1627988_19022026054841_WEB.xml"
"LFIC","Lakshmi Finance & Industrial Corporation Limited","7(2)","Unijolly Investments Company Ltd","Promoter Group","Equity Shares","296060","9.87",,"296060","40560220","Sell","Equity Shares","Nil","0","18-Feb-2026","18-Feb-2026","19-Feb-2026","Off Market","-","-","0","0","0","0","NA","-","19-Feb-2026 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194120_1627985_19022026054237_WEB.xml"
"LFIC","Lakshmi Finance & Industrial Corporation Limited","7(2)","Healthy Investments Ltd","Promoter Group","Equity Shares","217340","7.24",,"217340","29775580","Sell","Equity Shares","Nil","0","18-Feb-2026","18-Feb-2026","19-Feb-2026","Off Market","-","-","0","0","0","0","NA","-","19-Feb-2026 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194120_1627985_19022026054237_WEB.xml"
"LFIC","Lakshmi Finance & Industrial Corporation Limited","7(2)","Kanuri Invest and Exim LLP","Promoter Group","Equity Shares","Nil","0",,"513400","70335800","Buy","Equity Shares","513400","17.11","18-Feb-2026","18-Feb-2026","19-Feb-2026","Off Market","-","-","0","0","0","0","NA","-","19-Feb-2026 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194120_1627985_19022026054237_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Devenderjit Singh Chadha","-","Equity Shares","Nil","0",,"80000","4311200","Buy","Equity Shares","80000","0.06","17-Feb-2026","17-Feb-2026","17-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","19-Feb-2026 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194118_1627973_19022026052439_WEB.xml"
"NIITMTS","Niit Learning Systems Limited","7(2)","Jaswinder Singh Chadha","-","Equity Shares","Nil","0",,"20000","3541800","Buy","Equity Shares","20000","0.01","17-Feb-2026","17-Feb-2026","19-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","19-Feb-2026 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194118_1627973_19022026052439_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Anuj Kumar","Director","Equity Shares","73005","0.03",,"13000","19754051","Buy","Equity Shares","86005","0.06","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 17:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194116_1627970_19022026052124_WEB.xml"
"JUBLFOOD","Jubilant Foodworks Limited","7(2)","JFL Employees Welfare Trust","Other","Equity Shares","2155063","0.33",,"50000","26451010","Buy","Equity Shares","2205063","0.33","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","19-Feb-2026 17:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194114_1627966_19022026051925_WEB.xml"
"INFOBEAN","InfoBeans Techno. Ltd.","7(2)","Avinash Sethi","Promoters","Equity Shares","5879350","24.25",,"10254","9756784","Sell","Equity Shares","5869096","24.21","19-Feb-2026","19-Feb-2026","19-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 17:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194112_1627963_19022026051803_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","898590","1.91",,"5290","18947480","Buy","Equity Shares","903880","1.92","18-Feb-2026","18-Feb-2026","18-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 17:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194111_1627961_19022026051735_WEB.xml"
"CAMLINFINE","Camlin Fine Sciences Limited","7(2)","Ashish Subhash Dandekar","Director","Equity Shares","19778510","10.3",,"3000000","444720000","Pledge Revoke","Equity Shares","19778510","10.3","18-Feb-2026","18-Feb-2026","19-Feb-2026","-","-","-","0","0","0","0","NA","-","19-Feb-2026 17:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194108_1627947_19022026050601_WEB.xml"
"SMSPHARMA","SMS Pharmaceuticals Limited","7(2)","G. Suresh Kumar","Director","Equity Shares","17120","0.02",,"1120","414176","Sell","Equity Shares","16000","0.02","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194106_1627933_19022026045548_WEB.xml"
"SURAKSHA","Suraksha Diagnostic Limited","7(2)","Aparajita Chatterjee","Promoter Group","Equity Shares","Nil","0",,"10446","2923000","Buy","Equity Shares","10446","0.02","19-Feb-2026","19-Feb-2026","19-Feb-2026","-","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194105_1627928_19022026045206_WEB.xml"
"NIBL","NRB Industrial Bearings Limited","7(2)","AARTI DEVESH SAHNEY","Promoters","Equity Shares","954083","3.93",,"48327","1559996","Buy","Equity Shares","1002410","4.14","18-Feb-2026","18-Feb-2026","18-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194102_1627921_19022026044830_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Anand Prakash Bansal","Employees/Designated Employees","Equity Shares","120087","0.02",,"120000","132446160","Sell","Equity Shares","87","0","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194099_1627900_19022026043123_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","811667","0.13",,"85702","171404","Sell","Equity Shares","725965","0.11","18-Feb-2026","18-Feb-2026","19-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","19-Feb-2026 16:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194099_1627900_19022026043123_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Gallantt Industry Private Limited","Promoter Group","Equity Shares","2317642","9.6",,"25000","14495427","Buy","Equity Shares","2342642","0.97","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194098_1627896_19022026043036_WEB.xml"
"INOXINDIA","INOX India Limited","7(2)","Ishita Jain","Promoters","Equity Shares","1271600","1.4",,"2537750","0","Buy","Equity Shares","3809350","4.2","16-Feb-2026","16-Feb-2026","18-Feb-2026","Others","-","-","0","0","0","0","NA","-","19-Feb-2026 16:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194094_1627877_19022026041611_WEB.xml"
"INOXINDIA","INOX India Limited","7(2)","Siddharth Jain","Promoters","Equity Shares","30978705","34.13",,"2853550","0","Buy","Equity Shares","33832255","37.27","16-Feb-2026","16-Feb-2026","18-Feb-2026","Others","-","-","0","0","0","0","NA","-","19-Feb-2026 16:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194094_1627877_19022026041611_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4616262","0.98",,"21054","717751","Sell","Equity Shares","4595208","0.98","18-Feb-2026","18-Feb-2026","19-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","19-Feb-2026 16:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194093_1627875_19022026041605_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2731357","0.69",,"7","23","Buy","Equity Shares","2731364","0.69","19-Feb-2026","19-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","BSE","-","19-Feb-2026 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194092_1627866_19022026041204_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Equity Shares","2706364","0.68",,"24993","23","Buy","Equity Shares","2731357","0.69","19-Feb-2026","19-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194092_1627866_19022026041204_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","8902424","0.21",,"124473","173166838","Sell","Equity Shares","8777951","0.21","17-Feb-2026","17-Feb-2026","18-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194088_1627852_19022026040107_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Firstsource Employee Benefit Trust","Other","Equity Shares","5676781","0.81",,"170000","44417600","Buy","Equity Shares","5846781","0.83","13-Feb-2026","13-Feb-2026","17-Feb-2026","Market Purchase","-","-","0","0","0","0","-","-","19-Feb-2026 16:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194087_1627850_19022026040056_WEB.xml"
"SHANKARA","Shankara Building Products Limited","7(2)","THE BALLYGUNGE FAMILY TRUST","Other","Equity Shares","Nil","0",,"5000","516225","Buy","Equity Shares","5000","0.02","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 15:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194083_1627839_19022026035305_WEB.xml"
"JKCEMENT","JK Cement Limited","7(2)","KALPANA SINGHANIA","Promoter Group","Equity Shares","335425","0.43",,"5000","29549475","Sell","Equity Shares","330425","0.42","18-Feb-2026","18-Feb-2026","18-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 15:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194080_1627828_19022026033814_WEB.xml"
"BLBLIMITED","BLB Limited","7(2)","Brij Rattan Bagri","Promoters","Equity Shares","22466111","42.49",,"514716","9136209","Buy","Equity Shares","22980827","43.47","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 15:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194079_1627826_19022026033607_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Alka Monga","-","Equity Shares","4694","0",,"4674","1292361","Sell","Equity Shares","20","0","10-Feb-2026","10-Feb-2026","18-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 15:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194076_1627820_19022026032653_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","Piyush Singh","-","Equity Shares","12800","0",,"500","210320","Buy","Equity Shares","13300","0","18-Feb-2026","18-Feb-2026","18-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 15:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194073_1627811_19022026030851_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","Sameer Kumar Jha","-","Equity Shares","6459","0",,"5500","2310418","Sell","Equity Shares","959","0","18-Feb-2026","18-Feb-2026","18-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 15:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194073_1627811_19022026030851_WEB.xml"
"WHIRLPOOL","Whirlpool of India Limited","7(2)","Narasimhan Eswar","Key Managerial Personnel","Equity Shares","Nil","0",,"5387","5007324","Buy","Equity Shares","5387","0","17-Feb-2026","17-Feb-2026","18-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 14:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194071_1627804_19022026025748_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Divya Penumacha","Promoter Group","Equity Shares","504118","1.11",,"75739","14269985","Buy","Equity Shares","579857","1.28","17-Feb-2026","17-Feb-2026","17-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","19-Feb-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194068_1627799_19022026025014_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","K.Pooja","Director","Equity Shares","1749493","3.86",,"148176","27917840","Buy","Equity Shares","1897669","4.19","17-Feb-2026","17-Feb-2026","17-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","19-Feb-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194068_1627799_19022026025014_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI GAUTAM","Director","Equity Shares","2673989","5.91",,"107212","20199813","Buy","Equity Shares","2781201","6.15","17-Feb-2026","17-Feb-2026","17-Feb-2026","Inter-se-Transfer","-","-","0","0","0","0","NA","-","19-Feb-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194068_1627799_19022026025014_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","2980240","6.58",,"1000","187000","Buy","Equity Shares","2981240","6.59","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194068_1627799_19022026025014_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","Kakatiya Industries (P) Ltd","Promoter Group","Equity Shares","527193","1.16",,"2054","385598","Buy","Equity Shares","529247","1.17","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194068_1627799_19022026025014_WEB.xml"
"ASHAPURMIN","Ashapura Minechem Limited","7(2)","Chetan Navnitlal Shah","Promoters","Equity Shares","13673814","14.31",,"49000","27260204","Buy","Equity Shares","13722814","14.37","18-Feb-2026","18-Feb-2026","18-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 14:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194066_1627781_19022026022149_WEB.xml"
"SDBL","Som Distilleries & Breweries Limited","7(2)","DEEPAK ARORA","Promoters","Equity Shares","4552525","2.18",,"10000","843721","Buy","Equity Shares","4562525","2.19","18-Feb-2026","18-Feb-2026","19-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","19-Feb-2026 13:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194064_1627771_19022026014159_WEB.xml"
"SHUBHLAXMI","Shubhlaxmi Jewel Art Limited","7(2)","RANJITSINH GAMBHIRSINH SOLANKI","Promoters","Equity Shares","7140","0.07",,"1000","29","Sell","Equity Shares","6140","0.06","17-Feb-2026","17-Feb-2026","17-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","19-Feb-2026 12:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1194061_1627741_19022026120536_WEB.xml"
