"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"360ONE","360 ONE WAM LIMITED","7(2)","Sandeep Joshi","-","Equity Shares","15338","0",,"2575","2954157","Sell","Equity Shares","12763","0","26-Nov-2025","26-Nov-2025","26-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 20:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190443_1581151_28112025083722_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Anup Maheshwari","-","Equity Shares","207280","0",,"50000","58750000","Sell","Equity Shares","157280","0","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 20:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190443_1581151_28112025083722_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Vipul Gala","-","Equity Shares","3000","0",,"3000","3479140","Sell","Equity Shares","Nil","0","23-Oct-2025","27-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 20:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190443_1581151_28112025083722_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Chetan Naik","-","Equity Shares","19616","0",,"4616","5469960","Sell","Equity Shares","15000","0","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 20:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190443_1581151_28112025083722_WEB.xml"
"MCLOUD","Magellanic Cloud Limited","7(2)","Joseph Sudheer Reddy Thumma","Director","Equity Shares","231541120","39.31",,"11950000","472503000","Sell","Equity Shares","219591120","37.28","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 19:57","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190439_1581122_28112025075721_WEB.xml"
"SMSPHARMA","SMS Pharmaceuticals Limited","7(2)","G. Suresh Kumar","Director","Equity Shares","20120","0.02",,"3000","895490","Sell","Equity Shares","17120","0.02","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 19:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190432_1581095_28112025071645_WEB.xml"
"IRB","IRB Infrastructure Developers Limited","7(2)","IRB Holding Private Limited (Formerly known as Mhaiskar Ventures Private Limited)","Promoter Group","Equity Shares","1784225150","29.55",,"198000","8492220","Buy","Equity Shares","1784423150","29.55","28-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190430_1581083_28112025065951_WEB.xml"
"ROTO","Roto Pumps Limited","7(2)","GOPIKA GUPTA","Promoter Group","Equity Shares","207540","0.11",,"10000","567379","Buy","Equity Shares","217540","0.12","24-Nov-2025","24-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE","-","28-Nov-2025 18:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190429_1581080_28112025065421_WEB.xml"
"ROTO","Roto Pumps Limited","7(2)","GOPIKA GUPTA","Promoter Group","Equity Shares","217540","0.12",,"81600","0","Buy","Equity Shares","299140","0.16","24-Nov-2025","24-Nov-2025","26-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 18:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190429_1581080_28112025065421_WEB.xml"
"ROTO","Roto Pumps Limited","7(2)","GOPIKA GUPTA","Promoter Group","Equity Shares","299140","0.16",,"860","50525","Buy","Equity Shares","300000","0.16","25-Nov-2025","25-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE","-","28-Nov-2025 18:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190429_1581080_28112025065421_WEB.xml"
"REPL","Rudrabhishek Enterprises Limited","7(2)","NEW MODERN BUILDWELL PRIVATE LIMITED","Promoter Group","Equity Shares","460000","2.54",,"2637","462637","Buy","Equity Shares","462637","2.55","27-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190426_1581062_28112025064707_WEB.xml"
"REPL","Rudrabhishek Enterprises Limited","7(2)","-","Promoter Group",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","28-Nov-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190426_1581062_28112025064707_WEB.xml"
"BRACEPORT","Brace Port Logistics Limited","7(2)","RISHI TREHAN","Promoters","Equity Shares","209100","1.85",,"9600","781520","Sell","Equity Shares","199500","1.77","25-Nov-2025","25-Nov-2025","26-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:29","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190424_1581040_28112025062948_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Kush Mehra","Director","Equity Shares","4433859","0.39",,"430000","103458000","Pledge","Equity Shares","4433859","0.39","26-Nov-2025","26-Nov-2025","27-Nov-2025","Pledge Creation","-","-","0","0","0","0","NA","-","28-Nov-2025 18:27","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190421_1581036_28112025062718_WEB.xml"
"BRACEPORT","Brace Port Logistics Limited","7(2)","YASHPAL SHARMA","Promoters","Equity Shares","116700","1.03",,"9600","781520","Buy","Equity Shares","126300","1.11","25-Nov-2025","25-Nov-2025","26-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190419_1581033_28112025062559_WEB.xml"
"ONDOOR","On Door Concepts Limited","7(2)","SWATI BAPNA","-","Equity Shares","220547","3.9",,"27300","3829690","Buy","Equity Shares","247847","4.39","19-Nov-2025","19-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190413_1581020_28112025061205_WEB.xml"
"KSCL","Kaveri Seed Company Limited","7(3)","Kaveri Employees Trust","-","Equity Shares","551177","1.07",,"31500","31635686","Buy","Equity Shares","582677","1.13","25-Nov-2025","25-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190411_1581009_28112025060242_WEB.xml"
"PITTIENG","Pitti Engineering Limited","7(2)","Pitti Engineering Limited Employee Welfare Trust","Other","Equity Shares","711122","1.89",,"28878","25215550","Buy","Equity Shares","740000","1.97","27-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 18:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190408_1581005_28112025060029_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1523412","47.22",,"900","166482","Buy","Equity Shares","1524312","47.25","27-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 17:53","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190406_1580999_28112025055330_WEB.xml"
"MANGALAM","Mangalam Drugs And Organics Limited","7(2)","SHREE KISHORIJU TRADING AND INVESTMENTS PRIVATE LIMITED","Promoters","Equity Shares","1098515","6.98",,"758000","22391320","Pledge Invoke","Equity Shares","340515","2.15","27-Nov-2025","27-Nov-2025","27-Nov-2025","Invocation of pledge","-","-","0","0","0","0","NA","-","28-Nov-2025 17:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190403_1580991_28112025054022_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Manish Kumar Sinha","Employees/Designated Employees","Equity Shares","3961","0",,"60000","6690600","Buy","Equity Shares","63961","0.01","17-Nov-2025","17-Nov-2025","19-Nov-2025","Conversion of security","-","-","0","0","0","0","NA","-","28-Nov-2025 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190402_1580988_28112025053842_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Manish Kumar Sinha","Employees/Designated Employees","Warrants","60000","0",,"60000","1672650","Sell","Warrants","Nil","0","17-Nov-2025","17-Nov-2025","19-Nov-2025","Conversion of security","-","-","0","0","0","0","NA","-","28-Nov-2025 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190402_1580988_28112025053842_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Vikas Khandelwal","Key Managerial Personnel","Warrants","100000","0.01",,"100000","2787750","Sell","Warrants","Nil","0","20-Nov-2025","20-Nov-2025","24-Nov-2025","Conversion of security","-","-","0","0","0","0","NA","-","28-Nov-2025 17:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190399_1580972_28112025052302_WEB.xml"
"EMBDL","Embassy Developments Limited","7(2)","Vikas Khandelwal","Key Managerial Personnel","Equity Shares","Nil","0",,"100000","11151000","Buy","Equity Shares","100000","0.01","20-Nov-2025","20-Nov-2025","24-Nov-2025","Conversion of security","-","-","0","0","0","0","NA","-","28-Nov-2025 17:23","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190399_1580972_28112025052302_WEB.xml"
"NECLIFE","Nectar Lifesciences Limited","7(2)","Raman  Goyal","Promoters","Equity Shares","1238448","0.55",,"8000000","0","Buy","Equity Shares","9238448","4.12","27-Nov-2025","27-Nov-2025","27-Nov-2025","Gift","-","-","0","0","0","0","NA","-","28-Nov-2025 17:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190397_1580960_28112025051826_WEB.xml"
"NECLIFE","Nectar Lifesciences Limited","7(2)","Sanjiv Goyal","Promoters","Equity Shares","55845600","24.9",,"8000000","0","Sell","Equity Shares","47845600","21.33","27-Nov-2025","27-Nov-2025","27-Nov-2025","Gift","-","-","0","0","0","0","NA","-","28-Nov-2025 17:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190397_1580960_28112025051826_WEB.xml"
"MAHSEAMLES","Maharashtra Seamless Limited","7(2)","Global Jindal Fin-Invest Limited","Promoter Group","Equity Shares","11393417","8.5",,"168200","97400256","Buy","Equity Shares","11561617","8.6","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 17:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190395_1580951_28112025051407_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8053992","0.3",,"4883","7902159","Sell","Equity Shares","8049109","0.3","25-Nov-2025","25-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","28-Nov-2025 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190391_1580916_28112025044741_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","SURYA PAWAN KUMAR VADAPALLI","-","Equity Shares","41517","0",,"2318","3751219","Buy","Equity Shares","43835","0","25-Nov-2025","25-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","28-Nov-2025 16:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190391_1580916_28112025044741_WEB.xml"
"RPTECH","Rashi Peripherals Limited","7(2)","Krishna Kumar Choudhary","Promoters","Equity Shares","1404371","2.13",,"494","161291","Buy","Equity Shares","1404865","2.13","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","BSE","-","28-Nov-2025 16:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190389_1580903_28112025044121_WEB.xml"
"RPTECH","Rashi Peripherals Limited","7(2)","Krishna Kumar Choudhary","Promoters","Equity Shares","1404865","2.13",,"2355","768309","Buy","Equity Shares","1407220","2.14","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190389_1580903_28112025044121_WEB.xml"
"MAGSON","Magson Retail And Distribution Limited","7(2)","Maheshbhai Naranbhai Patel","Promoter Group","Equity Shares","387850","3.79",,"1000","114000","Sell","Equity Shares","386850","3.78","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190386_1580889_28112025043007_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","SAMEER AMOD ARORA","-","Equity Shares","2474","0",,"1000","1697000","Sell","Equity Shares","1474","0","26-Nov-2025","26-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190384_1580882_28112025042233_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1824770","0.11",,"98000","164703348","Sell","Equity Shares","1726770","1.01","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190384_1580882_28112025042233_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1726770","1.01",,"37770","63748186","Sell","Equity Shares","1689000","0.98","27-Nov-2025","27-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190384_1580882_28112025042233_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","KAREEN JOSEPH RIBEIRO","Immediate relative","Equity Shares","128572","0.07",,"10000","16745737","Sell","Equity Shares","118572","0.07","26-Nov-2025","26-Nov-2025","26-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190384_1580882_28112025042233_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","SAMEER AMOD ARORA","-","Equity Shares","1474","0",,"1100","1864500","Sell","Equity Shares","374","0","27-Nov-2025","27-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190384_1580882_28112025042233_WEB.xml"
"IKS","Inventurus Knowledge Solutions Limited","7(2)","BERJIS M DESAI","Director","Equity Shares","1894770","1.1",,"70000","116881538","Sell","Equity Shares","1824770","1.06","25-Nov-2025","25-Nov-2025","26-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:22","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190384_1580882_28112025042233_WEB.xml"
"NAVA","NAVA LIMITED","7(2)","AV Dwellings Private Limited","Promoter Group","Equity Shares","4885000","1.73",,"25000","13289072","Buy","Equity Shares","4910000","1.73","27-Nov-2025","27-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190382_1580875_28112025041938_WEB.xml"
"NAVA","NAVA LIMITED","7(2)","AV Dwellings Private Limited","Promoter Group","Equity Shares","4860000","1.72",,"2007","1026597","Buy","Equity Shares","4862007","1.72","25-Nov-2025","25-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190382_1580875_28112025041938_WEB.xml"
"NAVA","NAVA LIMITED","7(2)","AV Dwellings Private Limited","Promoter Group","Equity Shares","4862007","1.72",,"22993","12028380","Buy","Equity Shares","4885000","1.73","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190382_1580875_28112025041938_WEB.xml"
"SARLAPOLY","Sarla Performance Fibers Limited","7(2)","Hindustan Cotton Company","Promoter Group","Equity Shares","47565106","56.96",,"4880","430318","Buy","Equity Shares","47569986","56.97","27-Nov-2025","27-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:19","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190381_1580873_28112025041915_WEB.xml"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","7(2)","MANJOO SARDANA","Promoters","Equity Shares","2477544","7.93",,"4500","678000","Buy","Equity Shares","2482044","7.94","26-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190378_1580863_28112025041244_WEB.xml"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","7(2)","KULDIP KRISHAN SARDANA","Key Managerial Personnel","Equity Shares","1806606","5.78",,"4500","680000","Buy","Equity Shares","1811106","5.8","26-Nov-2025","28-Nov-2025","28-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190378_1580863_28112025041244_WEB.xml"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","7(2)","R Sundar","Employees/Designated Employees","Equity Shares","12026","0",,"4500","1633500","Sell","Equity Shares","7526","0","27-Nov-2025","27-Nov-2025","28-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190376_1580852_28112025040419_WEB.xml"
"FOCUS","Focus Lighting and Fixtures Limited","7(2)","FLFL Employee Welfare Trust","Other","Equity Shares","23500","0.03",,"191875","2417625","Buy","Equity Shares","215375","0.31","27-Nov-2025","27-Nov-2025","28-Nov-2025","ESOP","-","-","0","0","0","0","NSE","-","28-Nov-2025 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190374_1580846_28112025040150_WEB.xml"
"HCG","Healthcare Global Enterprises Limited","7(2)","Roshan","Employees/Designated Employees","Equity Shares","2503","0",,"1509","1105086","Sell","Equity Shares","994","0","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190372_1580839_28112025035904_WEB.xml"
"INDOCO","Indoco Remedies Limited","7(2)","ARUNA SURESH KARE","Promoters","Equity Shares","4794714","5.2",,"4794714","9589428","Sell","Equity Shares","Nil","0","25-Nov-2025","25-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190371_1580831_28112025035450_WEB.xml"
"INDOCO","Indoco Remedies Limited","7(2)","SURESH GOVIND KARE","Promoters","Equity Shares","4060408","4.4",,"2767467","5534934","Sell","Equity Shares","1292941","1.4","25-Nov-2025","25-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190371_1580831_28112025035450_WEB.xml"
"INDOCO","Indoco Remedies Limited","7(2)","ARUNA SURESH KARE","Promoters","Equity Shares","Nil","0",,"5534874","11069748","Buy","Equity Shares","5534874","6","25-Nov-2025","25-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190371_1580831_28112025035450_WEB.xml"
"INDOCO","Indoco Remedies Limited","7(2)","ADITI M PANANDIKAR","Promoters","Equity Shares","5684595","6.16",,"2767437","5534874","Sell","Equity Shares","2917158","3.16","25-Nov-2025","25-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190371_1580831_28112025035450_WEB.xml"
"INDOCO","Indoco Remedies Limited","7(2)","MADHURA SURESH KARE","Promoters","Equity Shares","5246950","5.69",,"2767437","5534874","Sell","Equity Shares","2479513","2.69","25-Nov-2025","25-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190371_1580831_28112025035450_WEB.xml"
"INDOCO","Indoco Remedies Limited","7(2)","KARE FAMILY PRIVATE TRUST","Promoters","Equity Shares","Nil","0",,"7562181","15124362","Buy","Equity Shares","7562181","8.2","25-Nov-2025","25-Nov-2025","27-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","28-Nov-2025 15:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190371_1580831_28112025035450_WEB.xml"
"ZENSARTECH","Zensar Technologies Limited","7(2)","Raghavendra Nargolikar","Employees/Designated Employees","Equity Shares","9254","0",,"2000","1470600","Buy","Equity Shares","11254","0.01","26-Nov-2025","26-Nov-2025","27-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","28-Nov-2025 15:18","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190364_1580803_28112025031830_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","Diwarkar Marketing Private Limited","Promoter Group","Equity Shares","22693000","10.43",,"40000","10823924","Buy","Equity Shares","22733000","10.43","26-Nov-2025","26-Nov-2025","27-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190362_1580794_28112025030627_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","Vinay Surya","Promoter Group","Equity Shares","2166924","1",,"10671","2822990","Buy","Equity Shares","2177595","1","24-Nov-2025","26-Nov-2025","26-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190362_1580794_28112025030627_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","S. N. Jetheliya","Key Managerial Personnel","Equity Shares","6425","0.01",,"50","178000","Sell","Equity Shares","6375","0.01","11-Nov-2025","11-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190360_1580791_28112025030527_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","S. N. Jetheliya","Key Managerial Personnel","Equity Shares","6275","0.01",,"50","192000","Sell","Equity Shares","6225","0.01","20-Nov-2025","20-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190360_1580791_28112025030527_WEB.xml"
"AIAENG","AIA Engineering Limited","7(2)","S. N. Jetheliya","Key Managerial Personnel","Equity Shares","6225","0.01",,"25","96000","Sell","Equity Shares","6200","0.01","25-Nov-2025","25-Nov-2025","27-Nov-2025","Market Sale","-","-","0","0","0","0","NSE","-","28-Nov-2025 15:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1190360_1580791_28112025030527_WEB.xml"
