"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"GALLANTT","Gallantt Ispat Limited","7(2)","Shyama Agrawal","Promoter Group","Equity Shares","5160670","2.14",,"4760670","0","Sell","Equity Shares","400000","0.17","31-Mar-2026","31-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Gallantt Trust","Promoter Group","Equity Shares","Nil","0",,"144890556","0","Buy","Equity Shares","144890556","60.05","30-Mar-2026","31-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Madhu Agrawal","Promoter Group","Equity Shares","20374917","8.44",,"20174917","0","Sell","Equity Shares","200000","0.08","31-Mar-2026","31-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Santosh Kumar Agrawal","Promoter Group","Equity Shares","16902501","7.01",,"16902501","0","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Prem Prakash Agrawal","Promoter Group","Equity Shares","12910134","5.35",,"12910134","0","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Chandra Prakash Agrawal","Promoters","Equity Shares","89496719","37.09",,"89496719","0","Sell","Equity Shares","Nil","0","30-Mar-2026","30-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"GALLANTT","Gallantt Ispat Limited","7(2)","Uma Agrawal","Promoter Group","Equity Shares","845615","0.35",,"645615","0","Sell","Equity Shares","200000","0.08","31-Mar-2026","31-Mar-2026","01-Apr-2026","Others","-","-","0","0","0","0","NA","-","01-Apr-2026 20:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197534_1645161_01042026084954_WEB.xml"
"ARVIND","Arvind Limited","7(2)","-","-",,"-","0",,,"-","-","-","-","-","-","-","-","-","-","-","0","0","0","0","-","-","01-Apr-2026 20:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml"
"ARVIND","Arvind Limited","7(2)","PRAVIN N. BHAGWATI","Other","Equity Shares","68000","0.03",,"68000","0","Sell","Equity Shares","Nil","0","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","01-Apr-2026 20:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml"
"ARVIND","Arvind Limited","7(2)","REENA P. BHAGWATI","Director","Equity Shares","60000","0.02",,"68000","0","Buy","Equity Shares","128000","0.05","27-Mar-2026","27-Mar-2026","30-Mar-2026","Off Market","-","-","0","0","0","0","NA","-","01-Apr-2026 20:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1197532_1645152_01042026081359_WEB.xml"
