"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"VINSYS","Vinsys It Services India Limited","7(2)","Kunal Vikrant Patil","Promoter Group","Equity Shares","395000","2.69",,"8500","3510500","Sell","Equity Shares","386500","2.63","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","13-Dec-2025 11:25","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191437_1585644_13122025112542_WEB.xml"
"GLOBAL","Global Education Limited","7(2)","MIDASTECH VENTURES PRIVATE LIMITED","Promoters","Equity Shares","18192511","35.74",,"7834","685448","Buy","Equity Shares","18200345","35.76","12-Dec-2025","12-Dec-2025","13-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Dec-2025 10:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191435_1585636_13122025105013_WEB.xml"
"SANGAMIND","Sangam (India) Limited","7(2)","Sangam (India) Limited Employees Welfare Trust","Other","Equity Shares","740213","1.47",,"100259","42988816","Buy","Equity Shares","840472","1.67","11-Dec-2025","12-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","13-Dec-2025 10:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191433_1585628_13122025101607_WEB.xml"
"GANDHAR","Gandhar Oil Refinery (India) Limited","7(2)","Gandhar Coals & Mines Private Limited","Promoter Group","Equity Shares","324368","0.33",,"71062","8758836","Buy","Equity Shares","395430","0.4","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 20:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191431_1585581_12122025083240_WEB.xml"
"GANDHAR","Gandhar Oil Refinery (India) Limited","7(2)","Gandhar Coals & Mines Private Limited","Promoter Group","Equity Shares","274368","0.28",,"50000","6166791","Buy","Equity Shares","324368","0.33","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","-","-","12-Dec-2025 20:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191429_1585574_12122025082408_WEB.xml"
"ESSARSHPNG","Essar Shipping Limited","7(2)","IDH International Drilling Holdco Limited, Cyprus","Promoters","Equity Shares","21406365","10.34",,"21406365","214063650","Pledge Revoke","Equity Shares","21406365","10.34","12-Oct-2025","12-Oct-2025","12-Dec-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","12-Dec-2025 20:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191427_1585569_12122025081312_WEB.xml"
"KARURVYSYA","Karur Vysya Bank Limited","7(2)","M V PRAJEETH","Promoter Group","Equity Shares","273388","0.03",,"5000","1203808","Sell","Equity Shares","268388","0.03","10-Dec-2025","10-Dec-2025","11-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 19:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191425_1585541_12122025073653_WEB.xml"
"KARURVYSYA","Karur Vysya Bank Limited","7(2)","MUNUGOOR K VENKATESAN","Promoters","Equity Shares","379182","0.04",,"5000","1214110","Sell","Equity Shares","374182","0.04","09-Dec-2025","09-Dec-2025","11-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 19:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191424_1585539_12122025073545_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4630762","0.98",,"12500","2074000","Sell","Equity Shares","4618262","0.98","09-Dec-2025","09-Dec-2025","11-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","12-Dec-2025 19:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191423_1585534_12122025073326_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","HCL Technologies Stock Options Trust","-","Equity Shares","8030222","0.3",,"2618","4416566","Sell","Equity Shares","8027604","0.3","09-Dec-2025","09-Dec-2025","11-Dec-2025","ESOP","-","-","0","0","0","0","NA","-","12-Dec-2025 18:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191419_1585499_12122025065629_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Vinay Firake","Employees/Designated Employees","ADR/GDR/FCCB","334476","0",,"150000","38837949","Sell","ADR/GDR/FCCB","184476","0","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NA","-","12-Dec-2025 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191417_1585474_12122025063343_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Anil Raibagi Madhav","Employees/Designated Employees","ADR/GDR/FCCB","14706","0",,"14706","3833242","Sell","ADR/GDR/FCCB","Nil","0","10-Dec-2025","10-Dec-2025","11-Dec-2025","Market Sale","-","-","0","0","0","0","NA","-","12-Dec-2025 18:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191417_1585474_12122025063343_WEB.xml"
"REMUS","Remus Pharmaceuticals Limited","7(2)","Vinodkumar Gandalal Shah","Promoter Group","Equity Shares","6300","0.05",,"500","361685","Buy","Equity Shares","6800","0.06","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 18:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191416_1585463_12122025063117_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Shri Ashok Sarin Anant Raj LLP","Promoter Group","Equity Shares","1569863","0.44",,"15000","8273860","Buy","Equity Shares","1584863","0.44","12-Dec-2025","12-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 18:10","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191413_1585446_12122025061020_WEB.xml"
"SENORES","Senores Pharmaceuticals Limited","7(2)","Vinodkumar Gandalal Shah","Other","Equity Shares","1250","0",,"100","78314","Buy","Equity Shares","1350","0","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","BSE","-","12-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191410_1585438_12122025060127_WEB.xml"
"SENORES","Senores Pharmaceuticals Limited","7(2)","Vinodkumar Gandalal Shah","Other","Equity Shares","1350","0",,"300","234889","Buy","Equity Shares","1650","0","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 18:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191410_1585438_12122025060127_WEB.xml"
"JINDALSTEL","JINDAL STEEL LIMITED","7(2)","JINDAL CEMENT INDUSTRIES PRIVATE LIMITED","Promoter Group","Equity Shares","3082831","0.3",,"243346","245283034","Buy","Equity Shares","3326177","0.32","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191408_1585431_12122025055540_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Palm Shelter Estate Development LLP","Promoter Group","Equity Shares","8984827","8.16",,"21094","8915168","Buy","Equity Shares","9005921","8.18","10-Dec-2025","10-Dec-2025","11-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191407_1585429_12122025055519_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Palm Shelter Estate Development LLP","Promoter Group","Equity Shares","9005921","8.18",,"13371","5674786","Buy","Equity Shares","9019292","8.19","11-Dec-2025","11-Dec-2025","11-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191407_1585429_12122025055519_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Palm Shelter Estate Development LLP","Promoter Group","Equity Shares","8982839","8.16",,"1988","793212","Buy","Equity Shares","8984827","8.16","09-Dec-2025","09-Dec-2025","11-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191407_1585429_12122025055519_WEB.xml"
"SHOPERSTOP","Shoppers Stop Limited","7(2)","Palm Shelter Estate Development LLP","Promoter Group","Equity Shares","9019292","8.19",,"11923","5223943","Buy","Equity Shares","9031215","8.2","12-Dec-2025","12-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191407_1585429_12122025055519_WEB.xml"
"AKZOINDIA","Akzo Nobel India Limited","7(2)","Akzo Nobel Coatings International B.V.","Promoters","Equity Shares","11066791","24.3",,"11066791","30567722804","Sell","Equity Shares","Nil","0","10-Dec-2025","10-Dec-2025","11-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","12-Dec-2025 17:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191405_1585418_12122025054218_WEB.xml"
"AKZOINDIA","Akzo Nobel India Limited","7(2)","Akzo Nobel Coatings International B.V.","Promoters","Equity Shares","11066791","24.3",,"11066791","30567722804","Sell","Equity Shares","Nil","0","10-Dec-2025","10-Dec-2025","11-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","12-Dec-2025 17:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191404_1585415_12122025054147_WEB.xml"
"AKZOINDIA","Akzo Nobel India Limited","7(2)","Imperial Chemical Industries Limited","Promoters","Equity Shares","20700529","45.46",,"16603504","45860747515","Sell","Equity Shares","4097025","9","10-Dec-2025","10-Dec-2025","11-Dec-2025","Off Market","-","-","0","0","0","0","NA","-","12-Dec-2025 17:41","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191404_1585415_12122025054147_WEB.xml"
"KAJARIACER","Kajaria Ceramics Limited","7(2)","RISHI KAJARIA","Promoter Group","Equity Shares","1905716","1.2",,"50000","52059500","Buy","Equity Shares","1955716","1.23","12-Dec-2025","12-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191401_1585403_12122025053146_WEB.xml"
"SESHAPAPER","Seshasayee Paper and Boards Limited","7(2)","DHANASHREE INVESTMENTS PRIVATE LIMITED","Promoter Group","Equity Shares","2979937","4.72",,"9276","2211967","Buy","Equity Shares","2989213","4.74","12-Dec-2025","12-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191400_1585400_12122025053011_WEB.xml"
"GANDHAR","Gandhar Oil Refinery (India) Limited","7(2)","Gandhar Coals & Mines Private Limited","Promoter Group","Equity Shares","273306","0.28",,"1062","129171","Buy","Equity Shares","274368","0.28","09-Dec-2025","09-Dec-2025","11-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191398_1585392_12122025052653_WEB.xml"
"DEEDEV","DEE Development Engineers Limited","7(2)","Krishan Lalit Bansal","Promoters","Equity Shares","35188310","50.8",,"2056","441576","Buy","Equity Shares","35190366","50.8","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191397_1585387_12122025052458_WEB.xml"
"DEEDEV","DEE Development Engineers Limited","7(2)","Krishan Lalit Bansal","Promoters","Equity Shares","35157324","50.75",,"30986","6561663","Buy","Equity Shares","35188310","50.8","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191397_1585387_12122025052458_WEB.xml"
"TTL","T T Limited","7(2)","SANJAY KUMAR JAIN","Promoter Group","Equity Shares","5982358","2.31",,"1942","16936","Buy","Equity Shares","5984300","2.31","09-Dec-2025","09-Dec-2025","09-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 17:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191393_1585374_12122025050811_WEB.xml"
"GROWW","Billionbrains Garage Ventures Limited","7(2)","Kalpana Swaminathan","-","Equity Shares","398559","0.01",,"80000","12560000","Sell","Equity Shares","318559","0.01","08-Dec-2025","08-Dec-2025","10-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191391_1585363_12122025045551_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","KPIT TECHNOLOGIES LIMITED EMPLOYEES WELFARE TRUST","Other","Equity Shares","2031059","0.74",,"4489","5443064","Sell","Equity Shares","2026570","0.74","09-Dec-2025","09-Dec-2025","10-Dec-2025","ESOP","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191389_1585352_12122025044523_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Priyamvada Hardikar","Employees/Designated Employees","Equity Shares","75825","0.03",,"4489","5443064","Sell","Equity Shares","71336","0.03","09-Dec-2025","09-Dec-2025","10-Dec-2025","ESOP","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:45","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191389_1585352_12122025044523_WEB.xml"
"WESTLIFE","WESTLIFE FOODWORLD LIMITED","7(2)","ADMAS Industries Private Limited","Promoter Group","Equity Shares","51500","0.03",,"51500","28082950","Sell","Equity Shares","Nil","0","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191387_1585344_12122025043330_WEB.xml"
"WESTLIFE","WESTLIFE FOODWORLD LIMITED","7(2)","Amit Jatia","Promoters","Equity Shares","67980","0.04",,"51500","28082950","Buy","Equity Shares","119480","0.07","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:33","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191387_1585344_12122025043330_WEB.xml"
"KPITTECH","KPIT Technologies Limited","7(2)","Ajay Bhagwat","Promoters","Equity Shares","2260037","0.82",,"1498","1840780","Sell","Equity Shares","2258539","0.82","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191385_1585340_12122025043223_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Sami Afsar","-","Equity Shares","96400","0",,"3000","720900","Sell","Equity Shares","93400","0","09-Dec-2025","09-Dec-2025","11-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Kush Mehra","Key Managerial Personnel","Equity Shares","4433859","0.39",,"100000","24065000","Sell","Equity Shares","4333859","0.38","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Saurabh Sharma","-","Equity Shares","293906","0.02",,"41904","10120894","Sell","Equity Shares","252002","0.02","08-Dec-2025","11-Dec-2025","11-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","K N Kailash","-","Equity Shares","35354","0",,"5500","1342010","Sell","Equity Shares","29854","0","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Prashant Jaju","-","Equity Shares","60280","0",,"20000","4892226","Sell","Equity Shares","40280","0","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Nikhil Kumar Kolar Sathish","-","Equity Shares","1166596","0.1",,"30138","7230155","Sell","Equity Shares","1136458","0.1","10-Dec-2025","11-Dec-2025","12-Dec-2025","Market Sale","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"PINELABS","Pine Labs Limited","7(2)","Sami Afsar","-","Equity Shares","93400","0",,"50000","12045000","Pledge","Equity Shares","93400","0","11-Dec-2025","11-Dec-2025","12-Dec-2025","Pledge Creation","-","-","0","0","0","0","NA","-","12-Dec-2025 16:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191384_1585337_12122025043007_WEB.xml"
"TREL","Transindia Real Estate Limited","7(2)","Shashikiran Shetty","Promoters","Equity Shares","153266952","62.38",,"255843","6785303","Buy","Equity Shares","153522795","62.49","10-Dec-2025","10-Dec-2025","10-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191381_1585329_12122025041531_WEB.xml"
"TREL","Transindia Real Estate Limited","7(2)","Shashikiran Shetty","Promoters","Equity Shares","153522795","62.49",,"6103","165835","Buy","Equity Shares","153528898","62.49","11-Dec-2025","11-Dec-2025","11-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191381_1585329_12122025041531_WEB.xml"
"ZENSARTECH","Zensar Technologies Limited","7(2)","Zensar Employees Welfare Trust","Employees/Designated Employees","Equity Shares","591289","0.26",,"35442","25551237","Buy","Equity Shares","626731","0.28","10-Dec-2025","10-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191379_1585320_12122025040915_WEB.xml"
"ZENSARTECH","Zensar Technologies Limited","7(2)","Zensar Employees Welfare Trust","Employees/Designated Employees","Equity Shares","626731","0.28",,"21000","14968563","Buy","Equity Shares","647731","0.28","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:09","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191379_1585320_12122025040915_WEB.xml"
"REPL","Rudrabhishek Enterprises Limited","7(2)","NEW MODERN BUILDWELL PRIVATE LIMITED","Promoter Group","Equity Shares","470411","2.59",,"5500","692600","Buy","Equity Shares","475911","2.62","09-Dec-2025","11-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191378_1585317_12122025040808_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","174817","0.12",,"4910","5155500","Sell","Equity Shares","169907","0.12","11-Dec-2025","11-Dec-2025","12-Dec-2025","ESOP","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191375_1585312_12122025040540_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","165981","0.12",,"1848","3086108","Sell","Equity Shares","164133","0.12","12-Dec-2025","12-Dec-2025","12-Dec-2025","ESOP","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191375_1585312_12122025040540_WEB.xml"
"AFFLE","Affle 3i Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","169907","0.12",,"3926","6469517","Sell","Equity Shares","165981","0.12","11-Dec-2025","11-Dec-2025","12-Dec-2025","ESOP","-","-","0","0","0","0","NSE","-","12-Dec-2025 16:05","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191375_1585312_12122025040540_WEB.xml"
"GNA","GNA Axles Limited","7(2)","JASLEEN KAUR","Promoter Group","Equity Shares","20024","0.05",,"20024","0","Sell","Equity Shares","Nil","0","09-Dec-2025","09-Dec-2025","10-Dec-2025","Gift","-","-","0","0","0","0","NA","-","12-Dec-2025 16:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191374_1585310_12122025040423_WEB.xml"
"NIBL","NRB Industrial Bearings Limited","7(2)","Aarti Devesh Sahney","Promoters","Equity Shares","840274","3.47",,"71560","2246268","Buy","Equity Shares","911834","3.76","11-Dec-2025","11-Dec-2025","12-Dec-2025","Market Purchase","-","-","0","0","0","0","-","-","12-Dec-2025 16:02","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191372_1585305_12122025040209_WEB.xml"
"GNA","GNA Axles Limited","7(2)","LOVELEEN KAUR SEEHRA","Promoter Group","Equity Shares","20100","0.05",,"20024","0","Buy","Equity Shares","40124","0.09","09-Dec-2025","09-Dec-2025","10-Dec-2025","Gift","-","-","0","0","0","0","NA","-","12-Dec-2025 15:59","https://nsearchives.nseindia.com/corporate/xbrl/IT_1191371_1585302_12122025035926_WEB.xml"
