"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"JINDALSTEL","JINDAL STEEL LIMITED","7(2)","JINDAL CEMENT INDUSTRIES PRIVATE LIMITED","Promoter Group","Equity Shares","453536","0.04",,"49418","53133932","Buy","Equity Shares","502954","0.05","17-Nov-2025","17-Nov-2025","19-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","21-Nov-2025 20:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189950_1578937_21112025081739_WEB.xml"
"YASHOPTICS","Yash Optics & Lens Limited","7(2)","YASH TARUN DOSHI","Key Managerial Personnel","Equity Shares","3200","0.01",,"4000","415752","Buy","Equity Shares","7200","0.03","21-Nov-2025","21-Nov-2025","21-Nov-2025","Market Purchase","-","-","0","0","0","0","NSE","-","21-Nov-2025 19:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189948_1578920_21112025071523_WEB.xml"
"INFY","Infosys Limited","7(2)","Ashiss Kumar Dash","-","ADR/GDR/FCCB","107156","0",,"10443","15865897","Buy","ADR/GDR/FCCB","117599","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Ashiss Kumar Dash","-","ADR/GDR/FCCB","117599","0",,"5175","7862302","Sell","ADR/GDR/FCCB","112424","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","David Wilson","-","ADR/GDR/FCCB","12119","0",,"5440","8264913","Buy","ADR/GDR/FCCB","17559","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","David Wilson","-","ADR/GDR/FCCB","17559","0",,"1676","2546322","Sell","ADR/GDR/FCCB","15883","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Dennis Kantilal Gada","-","ADR/GDR/FCCB","61561","0",,"12062","18325620","Buy","ADR/GDR/FCCB","73623","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Dennis Kantilal Gada","-","ADR/GDR/FCCB","73623","0",,"5765","8758680","Sell","ADR/GDR/FCCB","67858","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Gavin Sheldon","-","ADR/GDR/FCCB","1400","0",,"2300","3494356","Buy","ADR/GDR/FCCB","3700","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Gavin Sheldon","-","ADR/GDR/FCCB","3700","0",,"2300","3494356","Sell","ADR/GDR/FCCB","1400","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Inderpreet Sawhney","-","ADR/GDR/FCCB","190008","0",,"16746","25441953","Buy","ADR/GDR/FCCB","206754","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Inderpreet Sawhney","-","ADR/GDR/FCCB","206754","0",,"6453","9803949","Sell","ADR/GDR/FCCB","200301","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Jasmeet Singh","-","ADR/GDR/FCCB","62334","0",,"16828","25566535","Buy","ADR/GDR/FCCB","79162","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Jasmeet Singh","-","ADR/GDR/FCCB","79162","0",,"16828","25566535","Sell","ADR/GDR/FCCB","62334","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Jayachandran Nair","-","ADR/GDR/FCCB","10000","0",,"10347","15720046","Buy","ADR/GDR/FCCB","20347","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Jayachandran Nair","-","ADR/GDR/FCCB","20347","0",,"10347","15720046","Sell","ADR/GDR/FCCB","10000","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Kannan Amaresh","-","ADR/GDR/FCCB","7813","0",,"5191","7886611","Buy","ADR/GDR/FCCB","13004","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Kannan Amaresh","-","ADR/GDR/FCCB","13004","0",,"5191","7886611","Sell","ADR/GDR/FCCB","7813","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Karmesh Gul Vaswani","-","ADR/GDR/FCCB","17331","0",,"20047","30457114","Buy","ADR/GDR/FCCB","37378","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Karmesh Gul Vaswani","-","ADR/GDR/FCCB","37378","0",,"20047","30457114","Sell","ADR/GDR/FCCB","17331","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Mayank Ranjan","-","ADR/GDR/FCCB","6688","0",,"6888","10464838","Buy","ADR/GDR/FCCB","13576","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Mayank Ranjan","-","ADR/GDR/FCCB","13576","0",,"1987","3018820","Sell","ADR/GDR/FCCB","11589","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Mitrankur Majumdar","-","ADR/GDR/FCCB","28857","0",,"1830","2780292","Buy","ADR/GDR/FCCB","30687","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Raja Madhusudan Shah","-","ADR/GDR/FCCB","52157","0",,"9173","13936405","Buy","ADR/GDR/FCCB","61330","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Raja Madhusudan Shah","-","ADR/GDR/FCCB","61330","0",,"55","83561","Sell","ADR/GDR/FCCB","61275","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Satya Prakash Singh","-","ADR/GDR/FCCB","Nil","0",,"4504","6842861","Buy","ADR/GDR/FCCB","4504","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Satya Prakash Singh","-","ADR/GDR/FCCB","4504","0",,"1085","1648425","Sell","ADR/GDR/FCCB","3419","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Sourav S Banerjee","-","ADR/GDR/FCCB","37932","0",,"11201","17017516","Buy","ADR/GDR/FCCB","49133","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Sourav S Banerjee","-","ADR/GDR/FCCB","49133","0",,"11201","17017516","Sell","ADR/GDR/FCCB","37932","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Subhro Mallik","-","ADR/GDR/FCCB","46218","0",,"5364","8149447","Buy","ADR/GDR/FCCB","51582","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Subhro Mallik","-","ADR/GDR/FCCB","51582","0",,"5364","8149447","Sell","ADR/GDR/FCCB","46218","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Sunil Senan","-","ADR/GDR/FCCB","9461","0",,"3675","5583374","Buy","ADR/GDR/FCCB","13136","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Sunil Senan","-","ADR/GDR/FCCB","13136","0",,"885","1344568","Sell","ADR/GDR/FCCB","12251","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Umashankar Lakshmipathy","-","ADR/GDR/FCCB","1297","0",,"10484","15928188","Buy","ADR/GDR/FCCB","11781","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Umashankar Lakshmipathy","-","ADR/GDR/FCCB","11781","0",,"4813","7312321","Sell","ADR/GDR/FCCB","6968","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Upendra Kohli","-","ADR/GDR/FCCB","18651","0",,"7620","11576955","Buy","ADR/GDR/FCCB","26271","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee benefits Trust","Other","Equity Shares","9056727","0.22",,"37098","551042467","Sell","Equity Shares","9019629","0.22","18-Nov-2025","18-Nov-2025","20-Nov-2025","Off Market","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Upendra Kohli","-","ADR/GDR/FCCB","26271","0",,"7620","11576955","Sell","ADR/GDR/FCCB","18651","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Vadiraj Shesharaj Guttal","-","ADR/GDR/FCCB","600","0",,"600","918702","Sell","ADR/GDR/FCCB","Nil","0","19-Nov-2025","19-Nov-2025","20-Nov-2025","Market Sale","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Srimathi Kanakapura Swamy","Immediate relative","Equity Shares","37400","0",,"8000","12300000","Sell","Equity Shares","29400","0","19-Nov-2025","19-Nov-2025","20-Nov-2025","Market Sale","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Venkateshwaran Ananthakrishnan","-","ADR/GDR/FCCB","23619","0",,"6000","9187019","Sell","ADR/GDR/FCCB","17619","0","19-Nov-2025","19-Nov-2025","20-Nov-2025","Market Sale","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Raja Madhusudan Shah","-","ADR/GDR/FCCB","61275","0",,"15000","22967549","Sell","ADR/GDR/FCCB","46275","0","19-Nov-2025","19-Nov-2025","20-Nov-2025","Market Sale","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Ambeshwar Nath","-","ADR/GDR/FCCB","35468","0",,"7597","11542011","Sell","ADR/GDR/FCCB","27871","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Anand Swaminathan","-","ADR/GDR/FCCB","164025","0",,"16828","25566535","Buy","ADR/GDR/FCCB","180853","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Anand Swaminathan","-","ADR/GDR/FCCB","180853","0",,"5861","8904532","Sell","ADR/GDR/FCCB","174992","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Ambeshwar Nath","-","ADR/GDR/FCCB","26558","0",,"8910","13536833","Buy","ADR/GDR/FCCB","35468","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Anant Raghavendra Adya","-","ADR/GDR/FCCB","56285","0",,"11754","17857681","Buy","ADR/GDR/FCCB","68039","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
"INFY","Infosys Limited","7(2)","Anant Raghavendra Adya","-","ADR/GDR/FCCB","68039","0",,"2830","4299578","Sell","ADR/GDR/FCCB","65209","0","20-Nov-2025","20-Nov-2025","20-Nov-2025","ESOP","-","-","0","0","0","0","NA","-","21-Nov-2025 19:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189946_1578917_21112025071231_WEB.xml"
