"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HCLTECH","HCL Technologies Limited","7(2)","PIYUSH SAXENA","-","Equity Shares","3133","0",,"950","1461100","Sell","Equity Shares","2183","0","29-Oct-2025","29-Oct-2025","30-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","30-Oct-2025 18:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189138_1561906_30102025065418_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Pawan Kumar Danwar","-","Equity Shares","4000","0",,"1000","1545000","Sell","Equity Shares","3000","0","27-Oct-2025","27-Oct-2025","29-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","30-Oct-2025 18:49","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189136_1561880_30102025064908_WEB.xml"
"NECLIFE","Nectar Lifesciences Limited","7(2)","Sanjiv(HUF)","Promoters","Equity Shares","43622400","19.45",,"43622400","687489024","Pledge Revoke","Equity Shares","43622400","19.45","29-Oct-2025","29-Oct-2025","30-Oct-2025","-","-","-","0","0","0","0","NA","-","30-Oct-2025 18:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189133_1561780_30102025061301_WEB.xml"
"NECLIFE","Nectar Lifesciences Limited","7(2)","Sanjiv Goyal","Promoters","Equity Shares","55845600","24.9",,"55845600","880126656","Pledge Revoke","Equity Shares","55845600","24.9","29-Oct-2025","29-Oct-2025","30-Oct-2025","-","-","-","0","0","0","0","NA","-","30-Oct-2025 18:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189133_1561780_30102025061301_WEB.xml"
"NECLIFE","Nectar Lifesciences Limited","7(2)","Sanjiv Goyal","Promoters","Equity Shares","55845600","24.9",,"55845600","880126656","Pledge Revoke","Equity Shares","55845600","24.9","29-Oct-2025","29-Oct-2025","30-Oct-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Oct-2025 18:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189133_1561780_30102025061301_WEB.xml"
"NECLIFE","Nectar Lifesciences Limited","7(2)","Sanjiv HUF","Promoters","Equity Shares","43622400","19.45",,"43622400","687489024","Pledge Revoke","Equity Shares","43622400","19.45","29-Oct-2025","29-Oct-2025","30-Oct-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Oct-2025 18:13","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189133_1561780_30102025061301_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ignatius Navil Noronha","Director","Equity Shares","12569631","1.93",,"5059","21468575","Sell","Equity Shares","12564572","1.93","29-Oct-2025","29-Oct-2025","29-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","30-Oct-2025 17:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189131_1561696_30102025055158_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Prakash Chunilal Shah","Immediate relative","Equity Shares","83856","0.02",,"16144","0","Buy","Equity Shares","100000","0.02","27-Oct-2025","27-Oct-2025","28-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Oct-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189129_1561432_30102025041233_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Kiaan Shah","Promoter Group","Equity Shares","Nil","0",,"13070","0","Buy","Equity Shares","13070","0","27-Oct-2025","27-Oct-2025","28-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Oct-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189129_1561432_30102025041233_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Yatin Shah","Promoters","Equity Shares","10712890","2.65",,"13070","0","Sell","Equity Shares","10699820","2.65","27-Oct-2025","27-Oct-2025","28-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Oct-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189129_1561432_30102025041233_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Yatin Shah","Promoters","Equity Shares","10725960","2.65",,"13070","0","Sell","Equity Shares","10712890","2.65","27-Oct-2025","27-Oct-2025","28-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Oct-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189129_1561432_30102025041233_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Yatin Shah","Promoters","Equity Shares","10742104","2.65",,"16144","0","Sell","Equity Shares","10725960","2.65","27-Oct-2025","27-Oct-2025","28-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Oct-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189129_1561432_30102025041233_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Naysa Shah","Promoter Group","Equity Shares","Nil","0",,"13070","0","Buy","Equity Shares","13070","0","27-Oct-2025","27-Oct-2025","28-Oct-2025","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Oct-2025 16:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189129_1561432_30102025041233_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4653162","0.99",,"4000","663680","Sell","Equity Shares","4649162","0.99","28-Oct-2025","28-Oct-2025","29-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","30-Oct-2025 16:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189128_1561389_30102025040104_WEB.xml"
"OMAXE","Omaxe Limited","7(2)","Guild Builders Private Limited","Promoters","Equity Shares","116273971","63.57",,"490990","4909900","Pledge Revoke","Equity Shares","116273971","63.57","27-Oct-2025","27-Oct-2025","28-Oct-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Oct-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189123_1560464_29102025064747_WEB.xml"
"OMAXE","Omaxe Limited","7(2)","Guild Builders Private Limited","Promoters","Equity Shares","116273971","63.57",,"3200000","32000000","Pledge Revoke","Equity Shares","116273971","63.57","27-Oct-2025","27-Oct-2025","28-Oct-2025","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Oct-2025 18:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189123_1560464_29102025064747_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Mallikarjuna Yarabolu","Employees/Designated Employees","Equity Shares","Nil","0",,"11000","3688300","Buy","Equity Shares","11000","0.01","29-Oct-2025","29-Oct-2025","29-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","29-Oct-2025 18:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189121_1560360_29102025061725_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Lal Sudhakaran","Employees/Designated Employees","Equity Shares","Nil","0",,"10000","3061000","Buy","Equity Shares","10000","0.01","29-Oct-2025","29-Oct-2025","29-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","29-Oct-2025 18:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189121_1560360_29102025061725_WEB.xml"
"JKIPL","Jinkushal Industries Limited","7(2)","Sumeet Kumar Berlia","Key Managerial Personnel","Equity Shares","17732","0.05",,"4300","494328","Buy","Equity Shares","22032","0.06","29-Oct-2025","29-Oct-2025","29-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","29-Oct-2025 17:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189119_1560174_29102025053825_WEB.xml"
"AAATECH","Aaa Technologies Limited","7(2)","RUCHI AGARWAL","Promoters","Equity Shares","1240000","9.67",,"1240000","114034200","Sell","Equity Shares","Nil","0","27-Oct-2025","29-Oct-2025","29-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Oct-2025 17:31","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189117_1560140_29102025053133_WEB.xml"
"HDBFS","HDB Financial Services Limited","7(2)","Vikas Kalra","-","Equity Shares","45147","0.01",,"1500","1101500","Sell","Equity Shares","43647","0.01","23-Oct-2025","28-Oct-2025","29-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","29-Oct-2025 17:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189115_1560044_29102025050101_WEB.xml"
"HDBFS","HDB Financial Services Limited","7(2)","Rui Hemant Revankar","Immediate relative","Equity Shares","Nil","0",,"18600","13571490","Buy","Equity Shares","18600","0","28-Oct-2025","28-Oct-2025","29-Oct-2025","Gift","-","-","0","0","0","0","NA","-","29-Oct-2025 17:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189115_1560044_29102025050101_WEB.xml"
"HDBFS","HDB Financial Services Limited","7(2)","Hemant M. Revankar","-","Equity Shares","31100","0",,"18600","13707270","Sell","Equity Shares","12500","0","28-Oct-2025","28-Oct-2025","29-Oct-2025","Gift","-","-","0","0","0","0","NA","-","29-Oct-2025 17:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189115_1560044_29102025050101_WEB.xml"
