"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"TEMBO","Tembo Global Industries Limited","7(2)","TARUNA SANJAY PATEL","Promoters","Equity Shares","1038750","6.72",,"325000","50000000","Pledge","Equity Shares","1038750","6.72","21-Oct-2025","21-Oct-2025","27-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","28-Oct-2025 14:37","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189086_1558458_28102025023726_WEB.xml"
"HCLTECH","HCL Technologies Limited","7(2)","Srivatchan.Rajaraman","-","Equity Shares","39236","0",,"29236","43854585","Sell","Equity Shares","10000","0","20-Oct-2025","21-Oct-2025","23-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Oct-2025 19:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189081_1558073_27102025075527_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Abhishek Trivedi","Employees/Designated Employees","Equity Shares","950","0",,"900","1062518","Sell","Equity Shares","50","0","21-Oct-2025","21-Oct-2025","23-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Oct-2025 19:47","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189078_1558057_27102025074705_WEB.xml"
"UNIECOM","Unicommerce Esolutions Limited","7(2)","Kapil Makhija","Director","Equity Shares","1034240","0.93",,"1031680","135923840","Pledge","Equity Shares","1031680","0.93","20-Oct-2025","20-Oct-2025","23-Oct-2025","Pledge Creation","-","-","0","0","0","0","BSE","-","27-Oct-2025 19:26","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189075_1558033_27102025072630_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","D B Power Limited","Promoter Group","Equity Shares","1610102","0.9",,"59137","15152455","Buy","Equity Shares","1669239","0.94","24-Oct-2025","24-Oct-2025","25-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Oct-2025 18:38","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189072_1557938_27102025063819_WEB.xml"
"THOMASCOOK","Thomas Cook  (India)  Limited","7(3)","IDBI Trusteeship Services Limited","-","Equity Shares","4657662","0.99",,"4500","732645","Sell","Equity Shares","4653162","0.99","23-Oct-2025","23-Oct-2025","24-Oct-2025","ESOP","-","-","0","0","0","0","NA","-","27-Oct-2025 18:36","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189070_1557928_27102025063603_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Anal Patankar","-","Equity Shares","6418","0",,"100","423189","Sell","Equity Shares","6318","0","27-Oct-2025","27-Oct-2025","27-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Oct-2025 17:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189068_1557763_27102025053505_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Anal Patankar","-","Equity Shares","6818","0",,"400","1707232","Sell","Equity Shares","6418","0","23-Oct-2025","23-Oct-2025","25-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Oct-2025 17:35","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189068_1557763_27102025053505_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Satyaki Banerjee","Employees/Designated Employees","ADR/GDR/FCCB","32876","0",,"10000","2387571","Sell","ADR/GDR/FCCB","22876","0","22-Oct-2025","22-Oct-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","NA","-","27-Oct-2025 16:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189066_1557603_27102025043420_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","Docon Technologies Private Limited","Promoters","Equity Shares","37656092","70.98",,"5332860","6676907639","Sell","Equity Shares","32323232","60.93","24-Oct-2025","24-Oct-2025","27-Oct-2025","Market Sale","-","-","0","0","0","0","NSE","-","27-Oct-2025 16:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189064_1557558_27102025041741_WEB.xml"
"ADOR","Ador Welding Limited","7(2)","DEEP ASHDA LALVANI","Promoters","Equity Shares","16400","0.09",,"1039","1210435","Buy","Equity Shares","17439","0.1","21-Oct-2025","21-Oct-2025","23-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","27-Oct-2025 15:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189062_1557520_27102025035836_WEB.xml"
"TIRUPATIFL","Tirupati Forge Limited","7(2)","Bhargavi Manojbhai Thummar","Promoters","Warrants","16282800","13.32",,"2000000","48000000","Buy","Warrants","18282800","14.95","17-Oct-2025","17-Oct-2025","24-Oct-2025","Preferential Offer","-","-","0","0","0","0","NSE","-","27-Oct-2025 13:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189060_1557295_27102025011623_WEB.xml"
"MAL","Mangalam Alloys Limited","7(2)","SHELJA FINLEASE PRIVATE LIMITED","Promoter Group","Equity Shares","796080","3.22",,"796080","37415760","Pledge","Equity Shares","Nil","0","24-Oct-2025","24-Oct-2025","26-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","26-Oct-2025 19:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189058_1557075_26102025073054_WEB.xml"
"MAL","Mangalam Alloys Limited","7(2)","MEGHJYOTI IMPEX PRIVATE LIMITED","Promoters","Equity Shares","3215160","13.02",,"3215160","151112520","Pledge","Equity Shares","Nil","0","24-Oct-2025","24-Oct-2025","26-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","26-Oct-2025 19:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189056_1557068_26102025072431_WEB.xml"
"MAL","Mangalam Alloys Limited","7(2)","Tushar Uttamchand Mehta","Promoters","Equity Shares","6250199","25.32",,"2216211","47","Pledge","Equity Shares","4033988","16.34","24-Oct-2025","24-Oct-2025","26-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","26-Oct-2025 19:15","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189054_1557060_26102025071546_WEB.xml"
"MAL","Mangalam Alloys Limited","7(2)","Uttamchand Chandanmal Mehta","Promoters","Equity Shares","3646920","14.77",,"3646920","47","Pledge","Equity Shares","Nil","0","24-Oct-2025","24-Oct-2025","26-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","26-Oct-2025 19:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189052_1557056_26102025070635_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Vinay Prakash Ahuja","Employees/Designated Employees","Equity Shares","150000","0.03",,"100000","118330000","Pledge","Equity Shares","150000","0.03","20-Oct-2025","20-Oct-2025","22-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","24-Oct-2025 22:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189050_1556706_24102025102141_WEB.xml"
"360ONE","360 ONE WAM LIMITED","7(2)","Diamond Family Pvt Trust [Beneficiaries being Vinay Ahuja and Hema Ahuja]","Employees/Designated Employees","Equity Shares","500000","0.12",,"200000","236660000","Pledge","Equity Shares","500000","0.12","20-Oct-2025","20-Oct-2025","22-Oct-2025","Pledge Creation","-","-","0","0","0","0","NSE","-","24-Oct-2025 22:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189050_1556706_24102025102141_WEB.xml"
"HFCL","HFCL Limited","7(2)","HFCL Employees Trust","Other","Equity Shares","566900","0.04",,"32400","669060","Sell","Equity Shares","534500","0.04","23-Oct-2025","23-Oct-2025","24-Oct-2025","Off Market","-","-","0","0","0","0","NA","-","24-Oct-2025 19:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189048_1556638_24102025075111_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","12100","0",,"2650","332455","Buy","Equity Shares","14750","0.01","01-Aug-2025","01-Aug-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","11500","0",,"7500","980277","Sell","Equity Shares","4000","0","21-Jul-2025","21-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","5000","0",,"6500","844067","Buy","Equity Shares","11500","0","21-Jul-2025","21-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","8100","0",,"3100","401000","Sell","Equity Shares","5000","0","18-Jul-2025","18-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","4500","0",,"3600","452520","Buy","Equity Shares","8100","0","18-Jul-2025","18-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","6000","0",,"1500","195750","Sell","Equity Shares","4500","0","17-Jul-2025","17-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","2950","0",,"3050","388151","Buy","Equity Shares","6000","0","17-Jul-2025","17-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","6750","0",,"3800","467868","Sell","Equity Shares","2950","0","16-Jul-2025","16-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","1100","0",,"5650","698532","Buy","Equity Shares","6750","0","16-Jul-2025","16-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","8000","0",,"2000","285200","Sell","Equity Shares","6000","0","25-Jul-2025","25-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","6000","0",,"2000","281200","Buy","Equity Shares","8000","0","25-Jul-2025","25-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","2000","0",,"4000","556400","Buy","Equity Shares","6000","0","24-Jul-2025","24-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","Nil","0",,"1100","133296","Buy","Equity Shares","1100","0","15-Jul-2025","15-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","17000","0.01",,"2000","221121","Buy","Equity Shares","19000","0.01","30-Sep-2025","30-Sep-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","16000","0.01",,"1000","117002","Buy","Equity Shares","17000","0.01","25-Sep-2025","25-Sep-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","16300","0.01",,"300","37530","Sell","Equity Shares","16000","0.01","17-Sep-2025","17-Sep-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","15750","0.01",,"550","69300","Buy","Equity Shares","16300","0.01","05-Aug-2025","05-Aug-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","14750","0.01",,"1000","123900","Buy","Equity Shares","15750","0.01","04-Aug-2025","04-Aug-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","10550","0",,"1550","200105","Buy","Equity Shares","12100","0","31-Jul-2025","31-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","9000","0",,"1550","206770","Buy","Equity Shares","10550","0","30-Jul-2025","30-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","7500","0",,"1500","195150","Buy","Equity Shares","9000","0","29-Jul-2025","29-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","6000","0",,"1500","200550","Buy","Equity Shares","7500","0","28-Jul-2025","28-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","4000","0",,"5000","703500","Buy","Equity Shares","9000","0","22-Jul-2025","22-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","9000","0",,"7000","976221","Sell","Equity Shares","2000","0","22-Jul-2025","22-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","2000","0",,"5200","718197","Buy","Equity Shares","7200","0","23-Jul-2025","23-Jul-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"SAMBHV","Sambhv Steel Tubes Limited","7(2)","KRISHNA AGRAWAL","Promoter Group","Equity Shares","7200","0",,"5200","733340","Sell","Equity Shares","2000","0","23-Jul-2025","23-Jul-2025","24-Oct-2025","Market Sale","-","-","0","0","0","0","BSE","-","24-Oct-2025 19:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189046_1556633_24102025074316_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","Piyush Singh","-","Equity Shares","2700","0",,"200","253200","Buy","Equity Shares","2900","0","23-Oct-2025","23-Oct-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","24-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189044_1556558_24102025064436_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","Alok Kumar Jagnani","-","Equity Shares","1887","0",,"763","958460","Buy","Equity Shares","2650","0","23-Oct-2025","23-Oct-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","24-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189044_1556558_24102025064436_WEB.xml"
"THYROCARE","Thyrocare Technologies Limited","7(2)","Piyush Singh","-","Equity Shares","2700","0",,"200","253200","Buy","Equity Shares","2900","0","23-Oct-2025","23-Oct-2025","24-Oct-2025","Market Purchase","-","-","0","0","0","0","NSE","-","24-Oct-2025 18:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1189044_1556558_24102025064436_WEB.xml"
