Date,Symbol,Series,Deliverable_Qty,Traded_Qty,Delivery_Pct
2025-11-04,BLS,EQ,553423.0,1396601,39.63
2025-11-04,BLSE,EQ,397678.0,3482299,11.42
2025-11-04,BLUECOAST,BE,,4427,
2025-11-04,BLUEDART,EQ,15524.0,173408,8.95
2025-11-04,BLUEJET,EQ,1101105.0,2738354,40.21
2025-11-04,BLUEPEBBLE,SM,2800.0,3200,87.5
2025-11-04,BLUESTARCO,EQ,196199.0,396298,49.51
2025-11-04,BLUESTONE,EQ,141583.0,456366,31.02
2025-11-04,BLUEWATER,SM,223000.0,250000,89.2
2025-11-04,BLUSPRING,EQ,71647.0,113444,63.16
2025-11-04,BMWVENTLTD,EQ,270655.0,641551,42.19
2025-11-04,BODALCHEM,EQ,96950.0,155839,62.21
2025-11-04,BOHRAIND,EQ,4161.0,4661,89.27
2025-11-04,BOMDYEING,EQ,261529.0,481615,54.3
2025-11-04,BORANA,EQ,47017.0,70856,66.36
2025-11-04,BOROLTD,EQ,49199.0,139085,35.37
2025-11-04,BORORENEW,EQ,153933.0,351670,43.77
2025-11-04,BOROSCI,EQ,27061.0,36199,74.76
2025-11-04,BOSCHLTD,EQ,14634.0,29198,50.12
2025-11-04,BOSS,SM,2000.0,2000,100.0
2025-11-04,BPCL,EQ,6584134.0,12649509,52.05
2025-11-04,BPL,EQ,99966.0,133313,74.99
2025-11-04,BRACEPORT,SM,6400.0,6400,100.0
2025-11-04,BRIGADE,EQ,156174.0,285004,54.8
2025-11-04,BRIGHOTEL,EQ,58220.0,106719,54.55
2025-11-04,BRITANNIA,EQ,217290.0,363441,59.79
2025-11-04,BRNL,EQ,122359.0,177560,68.91
2025-11-04,BROOKS,EQ,8004.0,13588,58.9
2025-11-04,BSE,EQ,1260412.0,3164089,39.83
2025-11-04,BSE500IETF,EQ,70262.0,143948,48.81
2025-11-04,BSHSL,EQ,4233.0,5022,84.29
2025-11-04,BSL,EQ,6120.0,14066,43.51
2025-11-04,BSLGOLDETF,EQ,338429.0,390627,86.64
2025-11-04,BSLNIFTY,EQ,175097.0,247108,70.86
2025-11-04,BSLSENETFG,EQ,4142.0,6150,67.35
2025-11-04,BSOFT,EQ,259179.0,574060,45.15
2025-11-04,BTML,EQ,70010.0,79913,87.61
2025-11-04,BULKCORP,SM,6000.0,6000,100.0
2025-11-04,BUTTERFLY,EQ,12987.0,24106,53.87
2025-11-04,BVCL,BE,,3920,
2025-11-04,BYKE,EQ,102415.0,159610,64.17
2025-11-04,C2C,ST,14250.0,15900,89.62
2025-11-04,CADSYS,SM,1500.0,1500,100.0
2025-11-04,CALSOFT,EQ,51072.0,83329,61.29
2025-11-04,CALSOFTPP,E1,1481.0,2241,66.09
2025-11-04,CAMLINFINE,EQ,157401.0,223774,70.34
2025-11-04,CAMPUS,EQ,62135.0,164335,37.81
2025-11-04,CAMS,EQ,149051.0,281643,52.92
2025-11-04,CANARYS,SM,24000.0,48000,50.0
2025-11-04,CANBK,EQ,17963375.0,34484844,52.09
2025-11-04,CANFINHOME,EQ,83396.0,136342,61.17
2025-11-04,CANHLIFE,EQ,836034.0,2277731,36.7
2025-11-04,CANTABIL,EQ,128008.0,210977,60.67
2025-11-04,CAPACITE,EQ,184750.0,326517,56.58
2025-11-04,CAPINVIT,IV,71583.0,79907,89.58
2025-11-04,CAPITALSFB,EQ,39286.0,55623,70.63
2025-11-04,CAPLIPOINT,EQ,29912.0,53166,56.26
2025-11-04,CAPTRU-RE1,BE,,60430,
2025-11-04,CAPTRUST,EQ,24930.0,40792,61.11
2025-11-04,CARBORUNIV,EQ,40548.0,85286,47.54
2025-11-04,CARERATING,EQ,32793.0,40624,80.72
2025-11-04,CARRARO,EQ,236980.0,467706,50.67
2025-11-04,CARTRADE,EQ,132747.0,253402,52.39
2025-11-04,CARYSIL,EQ,79936.0,167045,47.85
2025-11-04,CASHIETF,EQ,216336.0,236682,91.4
2025-11-04,CASTROLIND,EQ,1234643.0,2875251,42.94
2025-11-04,CBAZAAR,SM,168000.0,184000,91.3
2025-11-04,CCCL,BE,,384981,
2025-11-04,CCHHL,EQ,29165.0,32658,89.3
2025-11-04,CCL,EQ,47039.0,103632,45.39
2025-11-04,CDSL,EQ,1157735.0,3060056,37.83
2025-11-04,CEATLTD,EQ,75061.0,394953,19.01
2025-11-04,CEDAAR,SM,26000.0,30000,86.67
2025-11-04,CEIGALL,EQ,41246.0,69465,59.38
2025-11-04,CELEBRITY,EQ,19927.0,26971,73.88
2025-11-04,CELLECOR,SM,249000.0,429000,58.04
2025-11-04,CELLO,EQ,90786.0,194250,46.74
2025-11-04,CELLPOINT,SM,1200.0,1200,100.0
2025-11-04,CEMPRO,EQ,205079.0,388772,52.75
2025-11-04,CENTENKA,EQ,4658.0,8570,54.35
2025-11-04,CENTEXT,BE,,107579,
2025-11-04,CENTRALBK,EQ,5054026.0,9734826,51.92
2025-11-04,CENTRUM,EQ,68621.0,102801,66.75
2025-11-04,CENTUM,EQ,5967.0,10720,55.66
2025-11-04,CENTURYPLY,EQ,21039.0,41678,50.48
2025-11-04,CERA,EQ,6514.0,13291,49.01
2025-11-04,CEREBRAINT,BZ,,21952,
2025-11-04,CESC,EQ,2340948.0,3259381,71.82
2025-11-04,CEWATER,EQ,12623.0,16626,75.92
2025-11-04,CGCL,EQ,628261.0,1113586,56.42
2025-11-04,CGPOWER,EQ,1038832.0,2282860,45.51
2025-11-04,CGRAPHICS,SM,11200.0,16000,70.0
2025-11-04,CHALET,EQ,178090.0,307616,57.89
2025-11-04,CHAMBLFERT,EQ,423874.0,724182,58.53
2025-11-04,CHAMUNDA,SM,15000.0,30000,50.0
2025-11-04,CHANDAN,SM,56800.0,84800,66.98
2025-11-04,CHAVDA,SM,4000.0,5000,80.0
2025-11-04,CHEMBOND,EQ,4512.0,6746,66.88
2025-11-04,CHEMBONDCH,EQ,8413.0,12042,69.86
2025-11-04,CHEMCON,EQ,21848.0,64112,34.08
2025-11-04,CHEMFAB,EQ,3084.0,7174,42.99
2025-11-04,CHEMPLASTS,EQ,42482.0,77551,54.78
2025-11-04,CHENNPETRO,EQ,1414909.0,11188960,12.65
2025-11-04,CHETANA,SM,30400.0,33600,90.48
2025-11-04,CHEVIOT,EQ,642.0,1020,62.94
2025-11-04,CHOICEIN,EQ,172481.0,322108,53.55
2025-11-04,CHOLAFIN,EQ,1317844.0,1886397,69.86
2025-11-04,CHOLAHLDNG,EQ,67196.0,152609,44.03
2025-11-04,CIEINDIA,EQ,36175.0,61548,58.78
2025-11-04,CIFL,EQ,69690.0,106258,65.59
2025-11-04,CIGNITITEC,EQ,29672.0,46894,63.27
2025-11-04,CINELINE,EQ,19500.0,30794,63.32
2025-11-04,CINEVISTA,EQ,11481.0,11521,99.65
2025-11-04,CIPLA,EQ,914762.0,1590643,57.51
2025-11-04,CLASSICEIL,SM,16000.0,17600,90.91
2025-11-04,CLEAN,EQ,410736.0,611036,67.22
2025-11-04,CLEDUCATE,BE,,19581,
2025-11-04,CLSEL,EQ,13293.0,28193,47.15
2025-11-04,CLSL,SM,16000.0,18000,88.89
2025-11-04,CMNL,SM,9750.0,11250,86.67
2025-11-04,CMRSL,SM,800.0,800,100.0
2025-11-04,CMSINFO,EQ,379056.0,595116,63.69
2025-11-04,COALINDIA,EQ,6791149.0,10536699,64.45
2025-11-04,COASTCORP,EQ,71126.0,106806,66.59
2025-11-04,COCHINSHIP,EQ,206321.0,438411,47.06
2025-11-04,COFFEEDAY,BE,,338272,
2025-11-04,COFORGE,EQ,701439.0,1067437,65.71
2025-11-04,COHANCE,EQ,344129.0,654587,52.57
2025-11-04,COLPAL,EQ,293924.0,476899,61.63
2025-11-04,COMMOIETF,EQ,58403.0,86534,67.49
2025-11-04,COMPINFO,BZ,,15798,
2025-11-04,COMPUSOFT,EQ,10388.0,14028,74.05
2025-11-04,COMSYN,EQ,6720.0,10789,62.29
2025-11-04,CONCOR,EQ,392443.0,711007,55.2
2025-11-04,CONCORDBIO,EQ,9535.0,20379,46.79
2025-11-04,CONFIPET,EQ,201888.0,392344,51.46
2025-11-04,CONNPLEX,SM,64800.0,97600,66.39
2025-11-04,CONS,EQ,1556.0,2703,57.57
2025-11-04,CONSOFINVT,EQ,3637.0,5434,66.93
2025-11-04,CONSUMBEES,EQ,60943.0,84046,72.51
2025-11-04,CONSUMER,EQ,96868.0,164189,59.0
2025-11-04,CONSUMIETF,EQ,7219.0,11756,61.41
2025-11-04,CONTI,SM,16665.0,23331,71.43
2025-11-04,CONTROLPR,EQ,8212.0,11260,72.93
2025-11-04,COOLCAPS,SM,71250.0,100000,71.25
2025-11-04,CORALFINAC,EQ,11046.0,17432,63.37
2025-11-04,CORDSCABLE,EQ,18099.0,28762,62.93
2025-11-04,COROMANDEL,EQ,409489.0,626160,65.4
2025-11-04,COSMOFIRST,EQ,55853.0,87802,63.61
2025-11-04,COUNCODOS,EQ,50628.0,67670,74.82
2025-11-04,CPCAP,EQ,2835.0,4803,59.03
2025-11-04,CPEDU,EQ,18374.0,46963,39.12
2025-11-04,CPPLUS,EQ,103623.0,127898,81.02
2025-11-04,CPS,SM,1200.0,1950,61.54
2025-11-04,CPSEETF,EQ,540468.0,781113,69.19
2025-11-04,CRAFTSMAN,EQ,46566.0,75136,61.98
2025-11-04,CRAMC,EQ,610267.0,1530232,39.88
2025-11-04,CRAYONS,SM,8000.0,8000,100.0
2025-11-04,CREATIVE,EQ,42430.0,70788,59.94
2025-11-04,CREATIVEYE,EQ,28174.0,31713,88.84
2025-11-04,CREDITACC,EQ,148342.0,273581,54.22
2025-11-04,CREST,EQ,8097.0,9832,82.35
2025-11-04,CRISIL,EQ,13803.0,23901,57.75
2025-11-04,CRIZAC,EQ,234887.0,622371,37.74
2025-11-04,CROMPTON,EQ,1755877.0,2340525,75.02
2025-11-04,CROWN,EQ,11450.0,22501,50.89
2025-11-04,CSBBANK,EQ,197370.0,426983,46.22
2025-11-04,CSLFINANCE,EQ,27117.0,36413,74.47
2025-11-04,CTE,EQ,7038.0,13908,50.6
2025-11-04,CUB,EQ,8843022.0,39015302,22.67
2025-11-04,CUBEINVIT,IV,25000.0,25000,100.0
2025-11-04,CUBEXTUB,EQ,20873.0,35890,58.16
2025-11-04,CUDML,SM,80000.0,90000,88.89
2025-11-04,CUMMINSIND,EQ,226508.0,379236,59.73
2025-11-04,CUPID,EQ,304748.0,735439,41.44
2025-11-04,CURAA,BE,,110,
2025-11-04,CURRENT,SM,1600.0,1600,100.0
2025-11-04,CYBERMEDIA,BE,,1288,
2025-11-04,CYBERPP,X1,103.0,103,100.0
2025-11-04,CYBERTECH,BE,,406601,
2025-11-04,CYIENT,EQ,234534.0,336973,69.6
2025-11-04,CYIENTDLM,EQ,65672.0,111141,59.09
2025-11-04,DABUR,EQ,2086706.0,5322219,39.21
2025-11-04,DALBHARAT,EQ,163040.0,276716,58.92
2025-11-04,DALMIASUG,BE,,45008,
2025-11-04,DAMCAPITAL,EQ,226270.0,558957,40.48
2025-11-04,DAMODARIND,EQ,3333.0,3618,92.12
2025-11-04,DANGEE,EQ,48492.0,62395,77.72
2025-11-04,DANISH,SM,49650.0,63750,77.88
2025-11-04,DATAMATICS,EQ,93177.0,178353,52.24
2025-11-04,DATAPATTNS,EQ,57693.0,123153,46.85
2025-11-04,DAVANGERE,EQ,1346617.0,2071587,65.0
2025-11-04,DBCORP,EQ,48843.0,111219,43.92
2025-11-04,DBEIL,EQ,17091.0,42450,40.26
2025-11-04,DBL,EQ,232441.0,897165,25.91
2025-11-04,DBOL,EQ,38508.0,59834,64.36
2025-11-04,DBREALTY,EQ,366954.0,624117,58.8
2025-11-04,DBSTOCKBRO,EQ,4114.0,5725,71.86
2025-11-04,DCAL,EQ,242821.0,388554,62.49
2025-11-04,DCBBANK,EQ,2028543.0,4261381,47.6
2025-11-04,DCCL,SM,42000.0,42000,100.0
2025-11-04,DCG,SM,4800.0,4800,100.0
2025-11-04,DCI,EQ,4801.0,6752,71.1
2025-11-04,DCM,EQ,21420.0,25988,82.42
2025-11-04,DCMFINSERV,EQ,5565.0,6691,83.17
2025-11-04,DCMNVL,EQ,2779.0,3609,77.0
2025-11-04,DCMSHRIRAM,EQ,29509.0,66878,44.12
2025-11-04,DCMSRIND,EQ,19510.0,32867,59.36
2025-11-04,DCW,EQ,2510193.0,16494973,15.22
2025-11-04,DCXINDIA,EQ,284356.0,442363,64.28
2025-11-04,DDEVPLSTIK,EQ,94220.0,147898,63.71
2025-11-04,DECCANCE,EQ,6392.0,10226,62.51
2025-11-04,DECCANTRAN,SM,38400.0,58800,65.31
2025-11-04,DEEDEV,EQ,182554.0,689749,26.47
2025-11-04,DEEM,SM,1000.0,1000,100.0
2025-11-04,DEEPAKFERT,EQ,123688.0,295511,41.86
2025-11-04,DEEPAKNTR,EQ,66963.0,138600,48.31
2025-11-04,DEEPINDS,EQ,61138.0,105131,58.15
2025-11-04,DELAPLEX,SM,2400.0,3000,80.0
2025-11-04,DELHIVERY,EQ,4609684.0,10002943,46.08
2025-11-04,DELPHIFX,EQ,22058.0,56915,38.76
2025-11-04,DELTACORP,EQ,388464.0,620846,62.57
2025-11-04,DELTAMAGNT,EQ,3989.0,5503,72.49
2025-11-04,DELTIC,SM,10000.0,10000,100.0
2025-11-04,DEN,EQ,114586.0,309599,37.01
2025-11-04,DENEERS,SM,20400.0,31800,64.15
2025-11-04,DENORA,EQ,1067.0,1489,71.66
2025-11-04,DENTA,EQ,96981.0,209980,46.19
2025-11-04,DENTALKART,SM,5500.0,6250,88.0
2025-11-04,DESTINY,SM,3000.0,4500,66.67
2025-11-04,DEVIT,EQ,93182.0,136286,68.37
2025-11-04,DEVX,EQ,147884.0,258480,57.21
2025-11-04,DEVYANI,EQ,770756.0,1334933,57.74
2025-11-04,DGCONTENT,EQ,239203.0,711727,33.61
2025-11-04,DHAMPURSUG,EQ,58347.0,118764,49.13
2025-11-04,DHANBANK,EQ,295246.0,454208,65.0
2025-11-04,DHANLAXMI,SM,20000.0,20000,100.0
2025-11-04,DHANUKA,EQ,18993.0,36630,51.85
2025-11-04,DHARAN,BZ,,9977754,
2025-11-04,DHARIWAL,SM,108000.0,168000,64.29
2025-11-04,DHARMAJ,EQ,123417.0,186320,66.24
2025-11-04,DHRUV,EQ,1791.0,2051,87.32
2025-11-04,DHTL,ST,5600.0,5600,100.0
2025-11-04,DHUNINV,EQ,369.0,434,85.02
2025-11-04,DIACABS,EQ,1139341.0,2742290,41.55
2025-11-04,DIAMINESQ,EQ,4941.0,7245,68.2
2025-11-04,DIAMONDYD,EQ,137516.0,185658,74.07
2025-11-04,DICIND,EQ,446.0,787,56.67
2025-11-04,DIFFNKG,EQ,46547.0,117822,39.51
2025-11-04,DIGIDRIVE,EQ,12580.0,16344,76.97
2025-11-04,DIGIKORE,SM,35600.0,54400,65.44
2025-11-04,DIGISPICE,BE,,32157,
2025-11-04,DIGITIDE,EQ,97171.0,152946,63.53
2025-11-04,DIL,EQ,392971.0,608098,64.62
2025-11-04,DISHTV,EQ,1823611.0,3304340,55.19
2025-11-04,DIVGIITTS,EQ,1020.0,1638,62.27
2025-11-04,DIVINEHIRA,ST,22400.0,24000,93.33
2025-11-04,DIVISLAB,EQ,499063.0,801413,62.27
2025-11-04,DIVOPPBEES,EQ,31547.0,50963,61.9
2025-11-04,DIVYADHAN,SM,2000.0,2000,100.0
2025-11-04,DIXON,EQ,83079.0,172440,48.18
2025-11-04,DJML,EQ,100269.0,167919,59.71
2025-11-04,DLF,EQ,1795098.0,3229495,55.58
2025-11-04,DLINKINDIA,EQ,33775.0,46941,71.95
2025-11-04,DMART,EQ,175425.0,314080,55.85
2025-11-04,DMCC,EQ,9177.0,16446,55.8
2025-11-04,DNAMEDIA,EQ,20285.0,43194,46.96
2025-11-04,DODLA,EQ,76271.0,102214,74.62
2025-11-04,DOLATALGO,EQ,156137.0,295348,52.87
2025-11-04,DOLLAR,EQ,20554.0,34065,60.34
2025-11-04,DOLLEX,SM,16000.0,16000,100.0
2025-11-04,DOLPHIN,EQ,102759.0,399453,25.72
2025-11-04,DOMS,EQ,27830.0,54664,50.91
2025-11-04,DONEAR,EQ,21773.0,31893,68.27
2025-11-04,DPABHUSHAN,EQ,39347.0,92176,42.69
2025-11-04,DPEL,ST,52500.0,52500,100.0
2025-11-04,DPSCLTD,EQ,97304.0,127740,76.17
2025-11-04,DPWIRES,EQ,7553.0,15666,48.21
2025-11-04,DRCSYSTEMS,EQ,29094.0,47947,60.68
2025-11-04,DREAMFOLKS,EQ,62344.0,123247,50.58
2025-11-04,DREDGECORP,EQ,475725.0,3484719,13.65
2025-11-04,DRONE,SM,21500.0,31500,68.25
2025-11-04,DRREDDY,EQ,630493.0,1015516,62.09
2025-11-04,DSSL,EQ,7255.0,11679,62.12
2025-11-04,DTIL,EQ,3114.0,5960,52.25
2025-11-04,DTL,SM,6000.0,7200,83.33
2025-11-04,DUCOL,SM,74400.0,92800,80.17
2025-11-04,DUCON,EQ,244302.0,339792,71.9
2025-11-04,DUGLOBAL,SM,12500.0,15000,83.33
2025-11-04,DURLAX,SM,4000.0,4000,100.0
2025-11-04,DVL,EQ,25263.0,45945,54.99
2025-11-04,DWARKESH,EQ,135449.0,239474,56.56
2025-11-04,DYCL,EQ,64344.0,131486,48.94
2025-11-04,DYNAMATECH,EQ,34983.0,109534,31.94
2025-11-04,DYNAMIC,SM,25000.0,29000,86.21
2025-11-04,DYNPRO,EQ,23281.0,28699,81.12
2025-11-04,E2E,EQ,28457.0,55655,51.13
2025-11-04,EASEMYTRIP,EQ,3325760.0,6239955,53.3
2025-11-04,EBANKNIFTY,EQ,643.0,952,67.54
2025-11-04,EBBETF0430,EQ,5974.0,7021,85.09
2025-11-04,EBBETF0431,EQ,18171.0,22620,80.33
2025-11-04,EBBETF0433,EQ,26058.0,26550,98.15
2025-11-04,EBGNG,EQ,280656.0,637190,44.05
2025-11-04,ECAPINSURE,EQ,38882.0,45513,85.43
2025-11-04,ECLERX,EQ,85676.0,210995,40.61
2025-11-04,ECOLINE,SM,30000.0,44000,68.18
2025-11-04,ECOSMOBLTY,EQ,57448.0,120991,47.48
2025-11-04,EDELWEISS,EQ,2933737.0,5134114,57.14
2025-11-04,EEPL,SM,252000.0,438000,57.53
2025-11-04,EFACTOR,SM,2400.0,2400,100.0
2025-11-04,EFCIL,EQ,88475.0,141550,62.5
2025-11-04,EFFWA,SM,48800.0,89200,54.71
2025-11-04,EFORCE,SM,6000.0,7200,83.33
2025-11-04,EGOLD,EQ,7720.0,19014,40.6
2025-11-04,EICHERMOT,EQ,304989.0,494329,61.7
2025-11-04,EIDPARRY,EQ,63770.0,103014,61.9
2025-11-04,EIEL,EQ,348028.0,1022131,34.05
2025-11-04,EIFFL,EQ,14084.0,16827,83.7
2025-11-04,EIHAHOTELS,EQ,6442.0,17472,36.87
2025-11-04,EIHOTEL,EQ,145706.0,316642,46.02
2025-11-04,EIMCOELECO,EQ,18173.0,32166,56.5
2025-11-04,EKC,EQ,142453.0,277290,51.37
2025-11-04,ELDEHSG,EQ,1367.0,2434,56.16
2025-11-04,ELECON,EQ,105812.0,230709,45.86
2025-11-04,ELECTCAST,EQ,865005.0,1510732,57.26
2025-11-04,ELECTHERM,EQ,13044.0,20375,64.02
2025-11-04,ELGIEQUIP,EQ,164485.0,296963,55.39
2025-11-04,ELGIRUBCO,BE,,8123,
2025-11-04,ELGNZ,SM,378000.0,860000,43.95
2025-11-04,ELIN,EQ,117391.0,228490,51.38
2025-11-04,ELIQUID,EQ,1.0,1,100.0
2025-11-04,ELLEN,EQ,65582.0,105261,62.3
2025-11-04,ELM250,EQ,299113.0,300335,99.59
2025-11-04,EMAMILTD,EQ,164315.0,317900,51.69
2025-11-04,EMAMIPAP,EQ,8951.0,13299,67.31
2025-11-04,EMAMIREAL,EQ,6898.0,10628,64.9
2025-11-04,EMAPARTNER,SM,7000.0,8000,87.5
2025-11-04,EMBASSY,RR,740018.0,830025,89.16
2025-11-04,EMBDL,EQ,2190267.0,6093286,35.95
2025-11-04,EMCURE,EQ,56614.0,95781,59.11
2025-11-04,EMIL,EQ,105048.0,236890,44.34
2025-11-04,EMKAY,BE,,13652,
2025-11-04,EMKAYTOOLS,SM,2850.0,3750,76.0
2025-11-04,EMMBI,EQ,20454.0,39169,52.22
2025-11-04,EMMIL,SM,1250.0,2000,62.5
2025-11-04,EMSLIMITED,EQ,144122.0,238459,60.44
2025-11-04,EMUDHRA,EQ,123374.0,165863,74.38
2025-11-04,EMULTIMQ,EQ,11532.0,14051,82.07
2025-11-04,ENDURANCE,EQ,72751.0,125954,57.76
2025-11-04,ENERGYDEV,EQ,22332.0,26061,85.69
2025-11-04,ENGINERSIN,EQ,911947.0,1504039,60.63
2025-11-04,ENIL,EQ,15507.0,21212,73.1
2025-11-04,ENRIN,EQ,290497.0,551946,52.63
2025-11-04,ENSER,SM,135000.0,135000,100.0
2025-11-04,ENTERO,EQ,129727.0,175734,73.82
2025-11-04,ENVIRO,SM,18000.0,28000,64.29
2025-11-04,EPACK,EQ,233443.0,479487,48.69
2025-11-04,EPACKPEB,EQ,2506672.0,21651145,11.58
2025-11-04,EPIGRAL,EQ,8487.0,13344,63.6
2025-11-04,EPL,EQ,173908.0,275889,63.04
2025-11-04,EQUAL200,EQ,7853.0,9305,84.4
2025-11-04,EQUAL50,EQ,507.0,530,95.66
2025-11-04,EQUAL50ADD,EQ,11757.0,12486,94.16
2025-11-04,EQUIPPP,BE,,10494,
2025-11-04,EQUITASBNK,EQ,1286210.0,2927341,43.94
2025-11-04,ERIS,EQ,27003.0,43178,62.54
2025-11-04,ESABINDIA,EQ,1795.0,2635,68.12
2025-11-04,ESAFSFB,EQ,99096.0,152790,64.86
2025-11-04,ESCONET,SM,20800.0,26800,77.61
2025-11-04,ESCORTS,EQ,46909.0,287958,16.29
2025-11-04,ESFL,SM,127800.0,268560,47.59
2025-11-04,ESG,EQ,9489.0,11085,85.6
2025-11-04,ESILVER,EQ,571778.0,593091,96.41
2025-11-04,ESPRIT,SM,9600.0,11200,85.71
2025-11-04,ESSARSHPNG,BE,,66999,
2025-11-04,ESSENTIA,EQ,1155492.0,1848734,62.5
2025-11-04,ESTER,EQ,16273.0,24813,65.58
2025-11-04,ETERNAL,EQ,24956097.0,35402202,70.49
2025-11-04,ETHOSLTD,EQ,61592.0,73805,83.45
2025-11-04,ETL,SM,3300.0,3450,95.65
2025-11-04,ETML,SM,8400.0,9600,87.5
2025-11-04,EUREKAFORB,EQ,53533.0,88385,60.57
2025-11-04,EUROBOND,EQ,3687.0,4716,78.18
2025-11-04,EUROPRATIK,EQ,100970.0,205075,49.24
2025-11-04,EUROTEXIND,BE,,648,
2025-11-04,EVEREADY,EQ,34203.0,61104,55.98
2025-11-04,EVERESTIND,EQ,2668.0,4157,64.18
2025-11-04,EVIETF,EQ,132220.0,148602,88.98
2025-11-04,EVINDIA,EQ,100306.0,137190,73.11
2025-11-04,EXCEL,BE,,3694802,
2025-11-04,EXCELINDUS,EQ,3136.0,4027,77.87
2025-11-04,EXICOM,EQ,67127.0,127339,52.72
2025-11-04,EXIDEIND,EQ,1302493.0,2127277,61.23
2025-11-04,EXPLEOSOL,EQ,2835.0,4308,65.81
2025-11-04,EXXARO,EQ,1796665.0,3503505,51.28
2025-11-04,FABTECH,EQ,243429.0,629386,38.68
2025-11-04,FACT,EQ,27615.0,75241,36.7
2025-11-04,FAIRCHEMOR,EQ,3699.0,6420,57.62
2025-11-04,FALCONTECH,SM,3600.0,4800,75.0
2025-11-04,FAZE3Q,EQ,8194.0,16271,50.36
2025-11-04,FCL,EQ,5859844.0,23782753,24.64
2025-11-04,FCSSOFT,EQ,1678731.0,2967445,56.57
2025-11-04,FDC,EQ,71639.0,126993,56.41
2025-11-04,FEDERALBNK,EQ,3431590.0,6499891,52.79
2025-11-04,FEDFINA,EQ,265392.0,489456,54.22
2025-11-04,FEL,BZ,,794448,
2025-11-04,FELDVR,BZ,,5808,
2025-11-04,FELIX,SM,26500.0,33500,79.1
2025-11-04,FIBERWEB,EQ,18660.0,24789,75.28
2025-11-04,FIDEL,SM,21000.0,27000,77.78
2025-11-04,FIEMIND,EQ,27474.0,54176,50.71
2025-11-04,FILATEX,EQ,1212542.0,2791689,43.43
2025-11-04,FILATFASH,EQ,19093462.0,43068275,44.33
2025-11-04,FINCABLES,EQ,263890.0,418819,63.01
2025-11-04,FINEORG,EQ,6331.0,9980,63.44
2025-11-04,FINIETF,EQ,363146.0,420075,86.45
2025-11-04,FINKURVE,EQ,3228.0,13896,23.23
2025-11-04,FINOPB,EQ,57955.0,131704,44.0
2025-11-04,FINPIPE,EQ,226043.0,381895,59.19
2025-11-04,FIRSTCRY,EQ,329041.0,674053,48.82
2025-11-04,FISCHER,EQ,1926515.0,4548149,42.36
2025-11-04,FIVESTAR,EQ,381446.0,1830100,20.84
2025-11-04,FLAIR,EQ,131859.0,210883,62.53
2025-11-04,FLEXIADD,EQ,156248.0,215926,72.36
2025-11-04,FLEXITUFF,EQ,4064.0,10955,37.1
2025-11-04,FLFL,BZ,,8704,
2025-11-04,FLUOROCHEM,EQ,27232.0,48084,56.63
2025-11-04,FLYSBS,ST,49000.0,50000,98.0
2025-11-04,FMCGIETF,EQ,817281.0,988204,82.7
2025-11-04,FMGOETZE,EQ,176183.0,297445,59.23
2025-11-04,FMNL,BE,,16159,
2025-11-04,FOCE,SM,2100.0,2100,100.0
2025-11-04,FOCUS,EQ,26957.0,36980,72.9
2025-11-04,FONEBOX,SM,87000.0,103000,84.47
2025-11-04,FOODSIN,EQ,27957.0,40459,69.1
2025-11-04,FORCAS,SM,48000.0,60800,78.95
2025-11-04,FORCEMOT,EQ,21419.0,86272,24.83
2025-11-04,FORGEAUTO,SM,12000.0,15600,76.92
2025-11-04,FORTIS,EQ,1197869.0,1773694,67.54
2025-11-04,FOSECOIND,EQ,804.0,1390,57.84
2025-11-04,FRESHARA,SM,20400.0,24000,85.0
2025-11-04,FROG,SM,21200.0,28400,74.65
2025-11-04,FSL,EQ,388351.0,750027,51.78
2025-11-04,FUSION,EQ,189428.0,290378,65.23
2025-11-04,FUSIONPP,E1,12219.0,12409,98.47
2025-11-04,GABRIEL,EQ,53783.0,112651,47.74
2025-11-04,GAEL,EQ,212421.0,334985,63.41
2025-11-04,GAIL,EQ,7089025.0,11320462,62.62
2025-11-04,GALAPREC,EQ,2528.0,3719,67.98
2025-11-04,GALAXYSURF,EQ,3010.0,7056,42.66
2025-11-04,GALLANTT,EQ,135480.0,724114,18.71
2025-11-04,GANDHAR,EQ,61114.0,103639,58.97
2025-11-04,GANDHITUBE,EQ,3776.0,6165,61.25
2025-11-04,GANECOS,EQ,17647.0,28885,61.09
2025-11-04,GANESHBE,EQ,50624.0,64816,78.1
2025-11-04,GANESHCP,EQ,87512.0,149568,58.51
2025-11-04,GANESHHOU,EQ,13121.0,25233,52.0
2025-11-04,GANESHIN,SM,32000.0,48800,65.57
2025-11-04,GANGABATH,SM,15000.0,18000,83.33
2025-11-04,GANGAFORGE,EQ,82911.0,101682,81.54
2025-11-04,GANGESSECU,EQ,2420.0,3244,74.6
2025-11-04,GARFIBRES,EQ,12742.0,24262,52.52
2025-11-04,GARUDA,EQ,2237909.0,16524999,13.54
2025-11-04,GATECH,EQ,2889199.0,6118767,47.22
2025-11-04,GATECHDVR,EQ,537396.0,1135954,47.31
2025-11-04,GATEWAY,EQ,629840.0,1500242,41.98
2025-11-04,GAYAHWS,BE,,391413,
2025-11-04,GCHOTELS,ST,3000.0,3000,100.0
2025-11-04,GCSL,EQ,111312.0,219350,50.75
2025-11-04,GEECEE,EQ,3643.0,5718,63.71
2025-11-04,GEEKAYWIRE,EQ,101750.0,166319,61.18
