"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"CAMPUS","Campus Activewear Limited","7(2)","Uplaksh Tewary","-","Equity Shares","1048","0",,"24356","2000114","Buy","Equity Shares","25404","0","30-Jan-2026","30-Jan-2026","31-Jan-2026","ESOP","-","-","0","0","0","0","NSE","-","03-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193331_1617155_03022026044301_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Gaurav Sharma","-","Equity Shares","27680","0",,"6340","1249994","Buy","Equity Shares","34020","0.01","30-Jan-2026","30-Jan-2026","03-Feb-2026","ESOP","-","-","0","0","0","0","NSE","-","03-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193331_1617155_03022026044301_WEB.xml"
"CAMPUS","Campus Activewear Limited","7(2)","Sanjay Chhabra","Key Managerial Personnel","Equity Shares","30000","0",,"10000","1971600","Buy","Equity Shares","40000","0.01","30-Jan-2026","30-Jan-2026","02-Feb-2026","ESOP","-","-","0","0","0","0","NSE","-","03-Feb-2026 16:43","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193331_1617155_03022026044301_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1552812","48.13",,"300","48600","Buy","Equity Shares","1553112","48.14","02-Feb-2026","03-Feb-2026","03-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 16:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193329_1617149_03022026044007_WEB.xml"
"SRIVASAVI","Srivasavi Adhesive Tapes Limited","7(2)","Anil Kumara Dasa Nagaraju","Promoters","Equity Shares","7429366","52.41",,"8000","352400","Buy","Equity Shares","7437366","52.47","01-Feb-2026","01-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 16:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193327_1617099_03022026040816_WEB.xml"
"BLBLIMITED","BLB Limited","7(2)","Brij Rattan Bagri","Promoters","Equity Shares","22209643","42.01",,"82549","1154860","Buy","Equity Shares","22292192","42.17","02-Feb-2026","02-Feb-2026","03-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193326_1617088_03022026040349_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","JAYDEEP GIRISHBHAI RAVAL","Promoter Group","Equity Shares","1547260","8.32",,"3500","115955","Buy","Equity Shares","1550760","8.34","02-Feb-2026","02-Feb-2026","03-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193323_1617017_03022026032811_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5985781","32.17",,"3200","105408","Buy","Equity Shares","5988981","32.19","02-Feb-2026","02-Feb-2026","03-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 14:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193321_1616971_03022026025650_WEB.xml"
"ARKADE","Arkade Developers Limited","7(2)","Arpit V Jain","Director","Equity Shares","10260000","5.53",,"10000","1224007","Buy","Equity Shares","10270000","5.53","03-Feb-2026","03-Feb-2026","03-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 14:40","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193319_1616947_03022026024025_WEB.xml"
"PREMIERPOL","Premier Polyfilm Limited","7(2)","D L MILLAR & CO LTD","Promoter Group","Equity Shares","13916598","13.29",,"28106","1387031","Buy","Equity Shares","13944704","13.32","02-Feb-2026","02-Feb-2026","03-Feb-2036","Market Purchase","-","-","0","0","0","0","NSE","-","03-Feb-2026 11:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193316_1616782_03022026111142_WEB.xml"
"SUMIT","Sumit Woods Limited","7(2)","AMRUTA JANGID","Promoter Group","Equity Shares","Nil","0",,"295000","33925000","Buy","Equity Shares","295000","0.61","29-Jan-2026","31-Jan-2026","31-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","02-Feb-2026 18:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193313_1616497_02022026061436_WEB.xml"
"SUMIT","Sumit Woods Limited","7(2)","MITARAM JANGID","Promoters","Equity Shares","9674974","21.37",,"1000000","115000000","Buy","Equity Shares","10674974","22.3","29-Jan-2026","31-Jan-2026","31-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","02-Feb-2026 18:12","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193311_1616482_02022026061213_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","PADMAVIR HOSPITALITY LLP","Promoter Group","Equity Shares","250000","1.18",,"538000","45057500","Buy","Equity Shares","788000","3.72","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","PADMAVIR HOSPITALITY LLP","Promoter Group","Warrants","1450000","6.85",,"538000","33793125","Sell","Warrants","912000","4.31","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","PADMAVIR HOSPITALITY LLP","Promoter Group","Equity Shares","250000","1.18",,"538000","45057500","Buy","Equity Shares","788000","3.72","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","PADMAVIR HOSPITALITY LLP","Promoter Group","Warrants","1450000","6.85",,"538000","33793125","Sell","Warrants","912000","4.31","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","POWER INFRA CONS PRIVATE LIMITED","Promoter Group","Equity Shares","1510000","8.38",,"140000","11725000","Buy","Equity Shares","1650000","7.79","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","POWER INFRA CONS PRIVATE LIMITED","Promoter Group","Warrants","140000","0.66",,"140000","8793750","Sell","Warrants","Nil","0","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","POWER INFRA CONS PRIVATE LIMITED","Promoter Group","Equity Shares","1510000","8.38",,"140000","11725000","Buy","Equity Shares","1650000","7.79","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"PIGL","Power & Instrumentation (Gujarat) Limited","7(2)","POWER INFRA CONS PRIVATE LIMITED","Promoter Group","Warrants","140000","0.66",,"140000","8793750","Sell","Warrants","Nil","0","31-Jan-2026","31-Jan-2026","02-Feb-2026","Conversion of security","-","-","0","0","0","0","NA","-","02-Feb-2026 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193308_1616476_02022026060703_WEB.xml"
"SUMIT","Sumit Woods Limited","7(2)","BHUSHAN NEMLEKAR","Promoters","Equity Shares","4109090","9.08",,"1295000","148925000","Buy","Equity Shares","5404090","11.29","29-Jan-2026","31-Jan-2026","31-Jan-2026","Preferential Offer","-","-","0","0","0","0","NA","-","02-Feb-2026 18:06","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193307_1616473_02022026060623_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Hitesh Bachubhai Shah","-","Equity Shares","423000","0.06",,"500","1834450","Sell","Equity Shares","422500","0.06","29-Jan-2026","29-Jan-2026","30-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","02-Feb-2026 17:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193304_1616446_02022026054836_WEB.xml"
"TTL","T T Limited","7(2)","T.T. BRANDS LIMITED","Promoter Group","Equity Shares","86958325","33.66",,"156879","1249255","Buy","Equity Shares","87115200","33.72","01-Feb-2026","02-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 17:46","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193302_1616438_02022026054657_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1550712","48.07",,"900","145800","Buy","Equity Shares","1551612","48.09","30-Jan-2026","02-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 17:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193300_1616370_02022026051708_WEB.xml"
"HOMESFY","Homesfy Realty Limited","7(2)","Ashish Kukreja","Promoters","Equity Shares","1551612","48.09",,"1200","194400","Buy","Equity Shares","1552812","48.13","01-Feb-2026","02-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 17:17","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193300_1616370_02022026051708_WEB.xml"
"OBSCP","OBSC Perfection Limited","7(2)","Omega Bright Steel & Components Private Limited","Promoters","Equity Shares","9037800","36.96",,"4000","1221850","Buy","Equity Shares","9041800","36.97","01-Feb-2026","02-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 17:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193298_1616367_02022026051630_WEB.xml"
"SIGACHI","Sigachi Industries Limited","7(2)","RPS Industries Private Limited","Promoters","Equity Shares","56354250","14.74",,"2500000","50000000","Pledge","Equity Shares","56354250","14.74","29-Jan-2026","29-Jan-2026","02-Feb-2026","Pledge Creation","-","-","0","0","0","0","NSE","-","02-Feb-2026 17:04","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193296_1616344_02022026050458_WEB.xml"
"DHANBANK","Dhanlaxmi Bank Limited","7(2)","K.N MADHUSOODANAN","Director","Convertible Debenture","2576364","0.65",,"85000","23","Buy","Convertible Debenture","2661364","0.67","02-Feb-2026","02-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 16:54","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193293_1616320_02022026045429_WEB.xml"
"ORIENTBELL","Orient Bell Limited","7(2)","MAHENDRA K. DAGA","Promoters","Equity Shares","3044308","20.69",,"250","68170","Buy","Equity Shares","3044558","20.69","30-Jan-2026","30-Jan-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 16:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193291_1616302_02022026043904_WEB.xml"
"BLBLIMITED","BLB Limited","7(2)","Brij Rattan Bagri","Promoters","Equity Shares","22054376","41.72",,"155267","2214107","Buy","Equity Shares","22209643","42.01","01-Feb-2026","01-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 16:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193289_1616261_02022026040833_WEB.xml"
"INFY","Infosys Limited","7(2)","Infosys Employee Benefits Trust","Other","Equity Shares","8984087","0.22",,"80","132760","Sell","Equity Shares","8984007","0.22","29-Jan-2026","29-Jan-2026","30-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","02-Feb-2026 15:44","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193287_1616226_02022026034457_WEB.xml"
"SANGAMIND","Sangam (India) Limited","7(2)","ANJANA SONI THAKUR","Promoters","Equity Shares","368270","0.73",,"6756","3012697","Buy","Equity Shares","375026","0.75","30-Jan-2026","01-Feb-2026","01-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193285_1616199_02022026032841_WEB.xml"
"SANGAMIND","Sangam (India) Limited","7(2)","ANTIMA SONI","Promoters","Equity Shares","395433","0.78",,"4567","2088672","Buy","Equity Shares","400000","0.8","30-Jan-2026","30-Jan-2026","01-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 15:24","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193283_1616189_02022026032432_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","GIRISHKUMAR OCHCHHAVLAL RAVAL","Promoters","Equity Shares","5975781","32.12",,"10000","335500","Buy","Equity Shares","5985781","32.17","01-Feb-2026","01-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 15:14","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193280_1616169_02022026031405_WEB.xml"
"RILINFRA","Rachana Infrastructure Limited","7(2)","JAYDEEP GIRISHBHAI RAVAL","Promoter Group","Equity Shares","1538960","8.27",,"8300","278382","Buy","Equity Shares","1547260","8.32","01-Feb-2026","01-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 15:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193278_1616158_02022026030847_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Info Edge Employees Stock Option Plan Trust","Other","Equity Shares","916672","0.14",,"789","1578","Sell","Equity Shares","915883","0.14","30-Jan-2026","30-Jan-2026","02-Feb-2026","ESOP","-","-","0","0","0","0","NA","-","02-Feb-2026 14:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193276_1616144_02022026025131_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4814423","0.2",,"8075","8075","Sell","Equity Shares","4806348","0.2","29-Jan-2026","29-Jan-2026","30-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4816063","0.2",,"648","648","Sell","Equity Shares","4815415","0.2","28-Jan-2026","28-Jan-2026","30-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4815415","0.2",,"334","410521","Sell","Equity Shares","4815081","0.2","29-Jan-2026","29-Jan-2026","30-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","4819855","0.2",,"3364","4088134","Sell","Equity Shares","4816491","0.2","28-Jan-2026","28-Jan-2026","30-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4806348","0.2",,"76","92340","Sell","Equity Shares","4806272","0.2","30-Jan-2026","30-Jan-2026","02-Feb-2026","Market Sale","-","-","0","0","0","0","NSE","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c","Other","Equity Shares","4815081","0.2",,"658","658","Sell","Equity Shares","4814423","0.2","29-Jan-2026","29-Jan-2026","30-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"JSWSTEEL","JSW Steel Limited","7(2)","JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c","Other","Equity Shares","4816491","0.2",,"428","520091","Sell","Equity Shares","4816063","0.2","28-Jan-2026","28-Jan-2026","30-Jan-2026","Market Sale","-","-","0","0","0","0","NSE","-","02-Feb-2026 14:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193274_1616137_02022026024846_WEB.xml"
"DHARARAIL","Dhara Rail Projects Limited","7(2)","Medha Family Office LLP","Promoter Group","Equity Shares","185000","1.22",,"12000","1477540","Buy","Equity Shares","197000","1.3","01-Feb-2026","01-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 13:11","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193272_1616077_02022026011142_WEB.xml"
"GRCL","Gayatri Rubbers And Chemicals Limited","7(2)","UTSAV RAJENDRA CHOTAI","Promoters","Equity Shares","1012250","17.64",,"2000","776200","Buy","Equity Shares","1014250","17.68","01-Feb-2026","01-Feb-2026","01-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 13:01","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193270_1616065_02022026010147_WEB.xml"
"PREMIERPOL","Premier Polyfilm Limited","7(2)","D L MILLAR & CO LTD","Promoter Group","Equity Shares","13891950","13.26",,"24648","1236700","Buy","Equity Shares","13916598","13.29","01-Feb-2026","01-Feb-2026","02-Feb-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 12:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193268_1616048_02022026125141_WEB.xml"
"JAINIK","Jainik Power Cables Limited","7(2)","Vardan Capital Private Limited","Promoter Group","Equity Shares","19200","0.13",,"1200","138600","Buy","Equity Shares","20400","0.14","30-Jan-2026","30-Jan-2026","31-Jan-2026","Market Purchase","-","-","0","0","0","0","NSE","-","02-Feb-2026 11:55","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193264_1616003_02022026115459_WEB.xml"
"JINDALSAW","Jindal Saw Limited","7(2)","Samruddhi Employees Trust","-","Equity Shares","2124928","0.33",,"16201","578375","Sell","Equity Shares","2108727","0.33","29-Jan-2026","29-Jan-2026","30-Jan-2026","Off Market","-","-","0","0","0","0","NA","-","02-Feb-2026 11:21","https://nsearchives.nseindia.com/corporate/xbrl/IT_1193260_1615963_02022026112104_WEB.xml"
