SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 23-Oct-2025, 105.99, 105.90, 105.90, 104.26, 105.80, 105.80, 104.36, 3489, 3.64, 5, 3389, 97.13
20MICRONS, EQ, 23-Oct-2025, 212.28, 215.45, 215.45, 211.32, 212.70, 212.27, 212.60, 47010, 99.95, 2288, 28608, 60.86
21STCENMGM, EQ, 23-Oct-2025, 48.05, 48.74, 48.74, 47.16, 47.16, 47.25, 47.65, 3896, 1.86, 121, 3675, 94.33
360ONE, EQ, 23-Oct-2025, 1175.40, 1160.00, 1188.40, 1160.00, 1180.00, 1178.90, 1178.86, 652187, 7688.39, 39020, 354895, 54.42
3IINFOLTD, EQ, 23-Oct-2025, 19.17, 19.20, 19.38, 19.08, 19.10, 19.20, 19.24, 418457, 80.49, 1677, 327076, 78.16
3MINDIA, EQ, 23-Oct-2025, 29790.00, 30000.00, 30090.00, 29555.00, 29600.00, 29735.00, 29798.02, 2559, 762.53, 1485, 1328, 51.90
3PLAND, EQ, 23-Oct-2025, 42.12, 43.99, 43.99, 41.56, 42.39, 42.06, 42.18, 6904, 2.91, 127, 4093, 59.28
563GS2026, GS, 23-Oct-2025, 99.56, 99.55, 100.20, 99.55, 100.20, 100.20, 99.57, 5151, 5.13, 3, 5000, 97.07
591GS2028, GS, 23-Oct-2025, 100.65, 102.25, 102.25, 100.65, 100.65, 100.65, 101.45, 20, 0.02, 2, 0, 0.00
5PAISA, EQ, 23-Oct-2025, 315.75, 320.00, 320.00, 314.25, 315.50, 315.10, 316.41, 34931, 110.52, 1662, 21798, 62.40
601GS2030, GS, 23-Oct-2025, 99.20, 99.15, 100.00, 99.15, 99.90, 99.90, 99.53, 800, 0.80, 6, 400, 50.00
628GS2032, GS, 23-Oct-2025, 99.45, 99.45, 99.45, 99.45, 99.45, 99.45, 99.45, 500, 0.50, 3, 500, 100.00
633GS2035, GS, 23-Oct-2025, 100.70, 100.70, 100.70, 100.70, 100.70, 100.70, 100.70, 300, 0.30, 2, 300, 100.00
63MOONS, EQ, 23-Oct-2025, 803.80, 816.00, 816.00, 793.00, 793.00, 796.00, 803.74, 55971, 449.86, 3966, 28312, 50.58
667GS2050, GS, 23-Oct-2025, 96.38, 96.30, 96.90, 96.30, 96.50, 96.50, 96.40, 12107, 11.67, 10, 11107, 91.74
668GS2040, GS, 23-Oct-2025, 100.50, 100.50, 100.50, 100.25, 100.43, 100.31, 100.47, 1800, 1.81, 4, 1800, 100.00
676GS2061, GS, 23-Oct-2025, 95.79, 95.90, 95.90, 95.10, 95.20, 95.10, 95.32, 31265, 29.80, 18, 30022, 96.02
679GS2031, GS, 23-Oct-2025, 104.00, 104.50, 104.50, 104.50, 104.50, 104.50, 104.50, 1, 0.00, 1, 1, 100.00
679GS2034, GS, 23-Oct-2025, 100.90, 101.99, 101.99, 100.90, 100.90, 100.90, 100.97, 214, 0.22, 2, 214, 100.00
68GS2060, GS, 23-Oct-2025, 96.35, 96.99, 96.99, 96.40, 96.40, 96.40, 96.40, 748, 0.72, 4, 748, 100.00
690GS2065, GS, 23-Oct-2025, 97.30, 97.40, 97.45, 96.15, 96.15, 96.30, 96.41, 151860, 146.40, 100, 121664, 80.12
695GS2061, GS, 23-Oct-2025, 99.00, 99.00, 99.10, 99.00, 99.10, 99.10, 99.01, 116, 0.11, 2, 116, 100.00
697GR2034, GS, 23-Oct-2025, 99.64, 97.65, 97.65, 97.65, 97.65, 97.65, 97.65, 200, 0.20, 2, 200, 100.00
698GR2054, GS, 23-Oct-2025, 99.98, 97.98, 97.98, 97.98, 97.98, 97.98, 97.98, 100, 0.10, 2, 100, 100.00
699GS2026, GS, 23-Oct-2025, 100.44, 100.41, 100.41, 100.40, 100.40, 100.40, 100.40, 10000, 10.04, 3, 10000, 100.00
699GS2051, GS, 23-Oct-2025, 100.11, 99.90, 99.90, 99.90, 99.90, 99.90, 99.90, 300, 0.30, 1, 300, 100.00
702GS2027, GS, 23-Oct-2025, 103.20, 103.20, 104.00, 98.55, 103.60, 103.60, 102.32, 12451, 12.74, 8, 12374, 99.38
704GS2029, GS, 23-Oct-2025, 104.75, 104.75, 104.75, 104.75, 104.75, 104.75, 104.75, 1110, 1.16, 2, 1110, 100.00
706GS2028, GS, 23-Oct-2025, 102.60, 103.00, 103.25, 102.25, 103.20, 103.20, 103.08, 251, 0.26, 4, 251, 100.00
709GS2054, GS, 23-Oct-2025, 102.39, 102.38, 102.38, 101.70, 101.72, 101.72, 101.79, 1800, 1.83, 9, 1800, 100.00
709GS2074, GS, 23-Oct-2025, 102.36, 103.10, 103.10, 101.81, 101.83, 101.83, 102.00, 21490, 21.92, 32, 21489, 100.00
710GS2029, GS, 23-Oct-2025, 103.49, 103.00, 103.30, 102.90, 103.05, 103.05, 103.25, 28765, 29.70, 12, 28765, 100.00
716GS2050, GS, 23-Oct-2025, 101.01, 101.03, 101.03, 101.00, 101.00, 101.00, 101.00, 3003, 3.03, 4, 3003, 100.00
718GS2037, GS, 23-Oct-2025, 105.50, 105.50, 105.50, 105.50, 105.50, 105.50, 105.50, 24, 0.03, 2, 24, 100.00
725GS2063, GS, 23-Oct-2025, 104.21, 104.50, 104.50, 104.00, 104.00, 104.08, 104.00, 962038, 1000.53, 389, 962038, 100.00
726GS2032, GS, 23-Oct-2025, 105.00, 105.00, 105.70, 104.64, 105.60, 105.60, 105.01, 7252, 7.62, 28, 7151, 98.61
726GS2033, GS, 23-Oct-2025, 106.00, 104.72, 104.72, 104.72, 104.72, 104.72, 104.72, 3901, 4.09, 2, 3901, 100.00
732GS2030, GS, 23-Oct-2025, 106.30, 106.50, 106.50, 106.50, 106.50, 106.50, 106.50, 49, 0.05, 2, 49, 100.00
733GS2026, GS, 23-Oct-2025, 104.50, 104.30, 104.50, 104.30, 104.50, 104.50, 104.42, 500, 0.52, 3, 500, 100.00
734GS2064, GS, 23-Oct-2025, 101.98, 101.95, 103.00, 101.91, 101.91, 101.99, 102.07, 4355, 4.44, 25, 4355, 100.00
737GS2028, GS, 23-Oct-2025, 103.16, 104.40, 104.40, 103.70, 103.70, 104.04, 104.05, 1643, 1.71, 10, 1593, 96.96
738GS2027, GS, 23-Oct-2025, 105.30, 105.20, 105.20, 104.81, 105.10, 105.01, 104.92, 148616, 155.93, 29, 148616, 100.00
73GS2053, GS, 23-Oct-2025, 106.25, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 4000, 4.20, 1, 4000, 100.00
746GS2073, GS, 23-Oct-2025, 107.34, 106.50, 107.00, 106.20, 107.00, 106.81, 106.78, 31853, 34.01, 25, 31853, 100.00
74GS2062, GS, 23-Oct-2025, 103.60, 103.50, 103.50, 102.00, 102.15, 102.15, 103.42, 5301, 5.48, 16, 5102, 96.25
754GS2036, GS, 23-Oct-2025, 109.66, 110.00, 110.00, 109.40, 109.61, 109.60, 109.58, 768564, 842.20, 391, 733045, 95.38
759GS2026, GS, 23-Oct-2025, 101.31, 101.30, 101.30, 101.30, 101.30, 101.30, 101.30, 620, 0.63, 1, 620, 100.00
772GS2055, GS, 23-Oct-2025, 111.70, 114.49, 114.49, 114.49, 114.49, 114.49, 114.49, 1, 0.00, 1, 1, 100.00
824GS2027, GS, 23-Oct-2025, 107.00, 104.00, 104.00, 104.00, 104.00, 104.00, 104.00, 6269, 6.52, 4, 6269, 100.00
828GS2027, GS, 23-Oct-2025, 104.90, 104.80, 104.90, 104.80, 104.90, 104.90, 104.83, 1100, 1.15, 3, 1100, 100.00
83GS2042, GS, 23-Oct-2025, 112.35, 113.35, 113.35, 112.50, 112.50, 112.50, 112.95, 1889, 2.13, 2, 1889, 100.00
897GS2030, GS, 23-Oct-2025, 113.00, 113.00, 113.00, 113.00, 113.00, 113.00, 113.00, 2000, 2.26, 2, 2000, 100.00
92GS2030, GS, 23-Oct-2025, 114.99, 115.20, 115.20, 115.00, 115.20, 115.11, 115.13, 21123, 24.32, 15, 21123, 100.00
A2ZINFRA, BE, 23-Oct-2025, 16.43, 16.30, 17.25, 16.11, 17.25, 17.24, 17.10, 458725, 78.44, 428, -, -
AAATECH, BE, 23-Oct-2025, 86.83, 88.47, 91.17, 84.00, 91.17, 90.96, 87.79, 138628, 121.70, 1112, -, -
AADHARHFC, EQ, 23-Oct-2025, 515.65, 513.00, 513.65, 506.15, 507.00, 508.45, 508.96, 231259, 1177.02, 6970, 139022, 60.12
AAKAAR, SM, 23-Oct-2025, 84.00, 85.75, 87.00, 85.75, 86.00, 86.15, 86.40, 22400, 19.35, 10, 22400, 100.00
AAKASH, EQ, 23-Oct-2025, 9.16, 9.15, 9.27, 9.03, 9.19, 9.18, 9.16, 63041, 5.78, 407, 47365, 75.13
AAREYDRUGS, BE, 23-Oct-2025, 89.00, 88.55, 89.00, 88.55, 89.00, 89.00, 88.84, 15650, 13.90, 56, -, -
AARON, EQ, 23-Oct-2025, 187.11, 187.90, 193.25, 187.00, 187.00, 187.57, 189.64, 9191, 17.43, 482, 6165, 67.08
AARTECH, EQ, 23-Oct-2025, 59.35, 59.50, 64.48, 57.12, 58.00, 58.98, 60.53, 161001, 97.46, 2049, 50217, 31.19
AARTIDRUGS, EQ, 23-Oct-2025, 515.90, 518.50, 518.50, 505.00, 508.90, 507.75, 509.18, 81355, 414.24, 5834, 49109, 60.36
AARTIIND, EQ, 23-Oct-2025, 375.10, 378.00, 381.40, 375.75, 379.90, 379.30, 379.03, 518815, 1966.48, 12048, 267699, 51.60
AARTIPHARM, EQ, 23-Oct-2025, 846.90, 867.00, 869.80, 835.00, 837.50, 838.30, 846.58, 67340, 570.09, 6640, 29234, 43.41
AARTISURF, EQ, 23-Oct-2025, 490.55, 497.00, 500.00, 471.60, 471.60, 473.65, 481.30, 6124, 29.47, 682, 3133, 51.16
AARVI, EQ, 23-Oct-2025, 119.96, 122.46, 122.99, 119.04, 120.00, 119.90, 120.21, 6951, 8.36, 174, 5614, 80.77
AATMAJ, SM, 23-Oct-2025, 21.00, 21.45, 21.45, 21.00, 21.00, 21.00, 21.23, 4000, 0.85, 2, 2000, 50.00
AAVAS, EQ, 23-Oct-2025, 1620.60, 1629.90, 1687.20, 1629.90, 1673.00, 1668.20, 1667.27, 215677, 3595.92, 25155, 131338, 60.90
ABAN, BE, 23-Oct-2025, 42.36, 41.60, 42.35, 41.00, 41.35, 41.37, 41.65, 41389, 17.24, 327, -, -
ABB, EQ, 23-Oct-2025, 5240.00, 5244.00, 5279.50, 5165.00, 5169.50, 5181.50, 5221.12, 333500, 17412.45, 22475, 232112, 69.60
ABBOTINDIA, EQ, 23-Oct-2025, 30255.00, 30300.00, 30320.00, 29870.00, 30100.00, 30115.00, 30084.80, 5189, 1561.10, 2900, 2909, 56.06
ABCAPITAL, EQ, 23-Oct-2025, 304.85, 304.95, 311.80, 303.70, 308.00, 308.00, 308.92, 4382309, 13537.68, 45364, 2366198, 53.99
ABCOTS, EQ, 23-Oct-2025, 410.05, 414.00, 437.00, 408.50, 412.50, 411.95, 419.89, 68982, 289.65, 2965, 5201, 7.54
ABDL, EQ, 23-Oct-2025, 603.65, 609.80, 629.90, 605.05, 627.20, 625.45, 618.73, 1169834, 7238.08, 48823, 511960, 43.76
ABFRL, EQ, 23-Oct-2025, 83.65, 83.91, 85.10, 83.30, 83.32, 83.52, 84.32, 3738778, 3152.61, 20547, 1896936, 50.74
ABGSEC, EQ, 23-Oct-2025, 111.37, 111.37, 111.37, 110.75, 110.75, 110.75, 110.86, 2350, 2.61, 22, 1348, 57.36
ABHAPOWER, ST, 23-Oct-2025, 37.45, 37.55, 37.55, 37.55, 37.55, 37.55, 37.55, 1600, 0.60, 1, 1600, 100.00
ABINFRA, EQ, 23-Oct-2025, 18.12, 18.12, 18.83, 18.10, 18.10, 18.12, 18.23, 246627, 44.95, 756, 151781, 61.54
ABLBL, EQ, 23-Oct-2025, 139.20, 140.00, 141.01, 137.95, 140.00, 140.12, 139.90, 1231540, 1722.97, 21148, 704053, 57.17
ABMINTLLTD, BE, 23-Oct-2025, 53.38, 56.04, 56.04, 56.04, 56.04, 56.04, 56.04, 1795, 1.01, 29, -, -
ABREL, EQ, 23-Oct-2025, 1643.20, 1646.30, 1699.00, 1632.00, 1699.00, 1685.20, 1670.13, 217291, 3629.05, 19972, 122860, 56.54
ABSLAMC, EQ, 23-Oct-2025, 870.05, 875.00, 878.50, 845.00, 848.00, 851.35, 864.31, 218025, 1884.41, 13601, 127673, 58.56
ABSLBANETF, EQ, 23-Oct-2025, 59.21, 59.27, 59.85, 59.20, 59.49, 59.33, 59.60, 33704, 20.09, 391, 25946, 76.98
ABSLLIQUID, EQ, 23-Oct-2025, 1000.00, 999.99, 1000.01, 999.99, 1000.00, 1000.00, 1000.00, 1088, 10.88, 52, 669, 61.49
ABSLNN50ET, EQ, 23-Oct-2025, 72.82, 73.01, 73.70, 72.50, 72.74, 72.64, 72.89, 21489, 15.66, 320, 18572, 86.43
ABSLPSE, EQ, 23-Oct-2025, 10.18, 10.18, 10.24, 10.11, 10.19, 10.18, 10.19, 145952, 14.88, 618, 115782, 79.33
ABSMARINE, SM, 23-Oct-2025, 179.65, 178.50, 180.75, 173.40, 180.75, 180.15, 177.97, 38000, 67.63, 66, 30000, 78.95
ACC, EQ, 23-Oct-2025, 1848.90, 1855.00, 1860.00, 1836.00, 1857.30, 1855.70, 1845.36, 270595, 4993.46, 15038, 146621, 54.18
ACCELYA, EQ, 23-Oct-2025, 1499.80, 1520.00, 1520.00, 1496.00, 1500.00, 1499.50, 1500.48, 117660, 1765.47, 4823, 78210, 66.47
ACCENTMIC, ST, 23-Oct-2025, 275.40, 276.50, 278.00, 268.00, 276.00, 277.55, 274.09, 21000, 57.56, 33, 18000, 85.71
ACCPL, SM, 23-Oct-2025, 55.30, 55.55, 57.85, 55.55, 57.85, 57.15, 56.63, 6000, 3.40, 5, 4800, 80.00
ACCURACY, EQ, 23-Oct-2025, 6.57, 6.58, 6.75, 6.54, 6.62, 6.56, 6.59, 108073, 7.13, 616, 94253, 87.21
ACE, EQ, 23-Oct-2025, 1117.00, 1120.00, 1123.90, 1094.30, 1101.00, 1101.00, 1110.47, 184531, 2049.16, 18433, 99162, 53.74
ACEINTEG, EQ, 23-Oct-2025, 24.86, 25.49, 25.49, 24.10, 24.67, 24.55, 24.53, 3948, 0.97, 114, 3162, 80.09
ACI, EQ, 23-Oct-2025, 652.85, 653.20, 656.90, 637.00, 638.90, 640.85, 644.62, 90636, 584.26, 7159, 37323, 41.18
ACL, BE, 23-Oct-2025, 78.13, 78.90, 80.08, 76.00, 76.49, 76.29, 76.96, 24922, 19.18, 336, -, -
ACLGATI, EQ, 23-Oct-2025, 61.46, 61.71, 62.25, 61.22, 61.32, 61.59, 61.61, 223180, 137.50, 1756, 125277, 56.13
ACMESOLAR, EQ, 23-Oct-2025, 290.35, 290.90, 290.90, 282.05, 283.45, 283.75, 285.06, 1155098, 3292.78, 33151, 628149, 54.38
ACUTAAS, EQ, 23-Oct-2025, 1788.60, 1790.00, 1790.70, 1691.00, 1746.00, 1740.20, 1730.60, 649860, 11246.46, 54232, 326658, 50.27
ADANIENSOL, EQ, 23-Oct-2025, 936.45, 938.00, 956.00, 934.85, 952.80, 952.40, 946.48, 2360876, 22345.32, 39033, 1368927, 57.98
ADANIENT, EQ, 23-Oct-2025, 2549.90, 2559.90, 2577.80, 2540.90, 2544.90, 2545.80, 2561.59, 852445, 21836.17, 28965, 457173, 53.63
ADANIGREEN, EQ, 23-Oct-2025, 1040.00, 1049.30, 1061.90, 1040.90, 1045.70, 1044.70, 1052.13, 1888505, 19869.59, 34363, 782924, 41.46
ADANIPORTS, EQ, 23-Oct-2025, 1473.50, 1478.80, 1483.50, 1450.30, 1453.80, 1453.10, 1464.07, 2999137, 43909.55, 96257, 2002986, 66.79
ADANIPOWER, EQ, 23-Oct-2025, 170.78, 171.05, 172.36, 164.25, 165.22, 165.26, 167.86, 55330926, 92879.11, 223905, 16548854, 29.91
ADFFOODS, EQ, 23-Oct-2025, 207.74, 210.99, 214.45, 209.00, 210.50, 210.18, 211.77, 158819, 336.33, 5514, 71108, 44.77
ADL, EQ, 23-Oct-2025, 86.89, 87.99, 90.00, 85.30, 87.50, 86.83, 87.93, 4252, 3.74, 81, 2398, 56.40
ADOR, EQ, 23-Oct-2025, 1168.35, 1179.00, 1179.00, 1132.00, 1149.90, 1145.10, 1151.83, 21217, 244.38, 2409, 11415, 53.80
ADROITINFO, EQ, 23-Oct-2025, 11.51, 11.55, 11.99, 11.35, 11.88, 11.81, 11.81, 75975, 8.97, 447, 50621, 66.63
ADSL, EQ, 23-Oct-2025, 185.19, 186.00, 186.88, 182.00, 184.15, 183.91, 183.96, 212853, 391.55, 4462, 84392, 39.65
ADVANCE, BE, 23-Oct-2025, 120.01, 125.99, 125.99, 117.00, 122.00, 123.25, 122.82, 406395, 499.14, 2217, -, -
ADVANIHOTR, EQ, 23-Oct-2025, 58.04, 58.14, 58.84, 57.44, 58.25, 58.15, 58.08, 34928, 20.29, 849, 25803, 73.87
ADVENZYMES, EQ, 23-Oct-2025, 314.15, 315.90, 316.00, 309.90, 310.30, 310.05, 311.81, 85371, 266.19, 4208, 55437, 64.94
AEGISLOG, EQ, 23-Oct-2025, 802.65, 805.35, 806.50, 795.20, 799.00, 798.55, 800.07, 159864, 1279.02, 8567, 61574, 38.52
AEGISVOPAK, EQ, 23-Oct-2025, 284.15, 289.00, 292.00, 281.75, 285.45, 289.20, 288.59, 1038377, 2996.68, 28788, 385135, 37.09
AEROENTER, EQ, 23-Oct-2025, 77.03, 77.45, 83.00, 76.14, 82.23, 82.07, 80.37, 456704, 367.07, 3492, 243471, 53.31
AEROFLEX, EQ, 23-Oct-2025, 170.99, 173.45, 176.67, 169.98, 172.44, 172.43, 172.90, 659958, 1141.04, 13526, 250559, 37.97
AERON, SM, 23-Oct-2025, 112.70, 113.95, 113.95, 110.00, 110.00, 110.00, 112.83, 50000, 56.42, 36, 44000, 88.00
AERONEU, EQ, 23-Oct-2025, 76.21, 77.40, 85.50, 76.81, 82.37, 82.57, 79.41, 43635, 34.65, 1010, 22476, 51.51
AESTHETIK, SM, 23-Oct-2025, 113.00, 113.05, 118.65, 113.05, 115.10, 115.20, 115.30, 94000, 108.38, 19, 80000, 85.11
AETHER, EQ, 23-Oct-2025, 758.00, 761.80, 764.90, 755.00, 762.50, 762.60, 761.56, 74675, 568.70, 7330, 37004, 49.55
AFCONS, EQ, 23-Oct-2025, 447.55, 449.80, 451.70, 443.45, 445.10, 444.50, 446.13, 252232, 1125.29, 11743, 143147, 56.75
AFFLE, EQ, 23-Oct-2025, 1880.90, 1880.90, 1935.90, 1863.00, 1887.60, 1900.50, 1901.38, 217717, 4139.63, 25182, 104716, 48.10
AFFORDABLE, EQ, 23-Oct-2025, 274.12, 274.01, 276.92, 266.00, 270.00, 268.78, 269.07, 36129, 97.21, 1315, 19054, 52.74
AFIL, EQ, 23-Oct-2025, 8.53, 8.80, 8.88, 8.11, 8.21, 8.19, 8.25, 3469032, 286.30, 3505, 1947699, 56.15
AFSL, EQ, 23-Oct-2025, 206.28, 207.50, 207.50, 201.01, 202.50, 202.71, 202.65, 15983, 32.39, 398, 9930, 62.13
AGARIND, EQ, 23-Oct-2025, 897.75, 884.90, 905.00, 884.90, 890.10, 892.45, 897.16, 12598, 113.02, 886, 7251, 57.56
AGARWALEYE, EQ, 23-Oct-2025, 542.55, 542.50, 556.05, 538.10, 539.10, 542.10, 547.08, 298326, 1632.08, 15489, 142165, 47.65
AGARWALFT, SM, 23-Oct-2025, 61.00, 60.00, 60.00, 60.00, 60.00, 60.00, 60.00, 3000, 1.80, 2, 3000, 100.00
AGARWALTUF, SM, 23-Oct-2025, 152.30, 152.30, 155.40, 141.20, 142.60, 143.20, 146.29, 123600, 180.81, 97, 84000, 67.96
AGI, EQ, 23-Oct-2025, 848.85, 848.85, 848.85, 825.50, 827.90, 827.35, 832.53, 116543, 970.26, 9234, 60669, 52.06
AGIIL, EQ, 23-Oct-2025, 268.90, 269.00, 270.70, 265.00, 266.50, 265.70, 266.93, 306861, 819.11, 4849, 146324, 47.68
AGNI, ST, 23-Oct-2025, 25.20, 25.20, 25.20, 24.55, 24.55, 24.55, 24.77, 7500, 1.86, 3, 5000, 66.67
AGRITECH, EQ, 23-Oct-2025, 131.46, 132.01, 133.97, 129.00, 131.50, 131.65, 131.22, 2698, 3.54, 133, 1385, 51.33
AGROPHOS, BE, 23-Oct-2025, 40.86, 41.65, 41.65, 40.87, 40.88, 41.24, 41.19, 20101, 8.28, 109, -, -
AGSTRA, BZ, 23-Oct-2025, 4.34, 4.52, 4.55, 4.20, 4.49, 4.44, 4.37, 548968, 24.01, 916, -, -
AHCL, BE, 23-Oct-2025, 127.12, 127.99, 128.50, 123.80, 126.00, 125.26, 126.46, 54084, 68.40, 456, -, -
AHLADA, EQ, 23-Oct-2025, 60.25, 59.15, 62.89, 59.15, 61.33, 60.85, 60.81, 10955, 6.66, 226, 8436, 77.01
AHLEAST, EQ, 23-Oct-2025, 151.84, 150.05, 152.89, 148.60, 149.25, 149.59, 149.72, 16807, 25.16, 113, 13679, 81.39
AHLUCONT, EQ, 23-Oct-2025, 942.65, 943.80, 949.00, 910.10, 919.85, 918.25, 929.05, 132048, 1226.79, 8256, 83388, 63.15
AIAENG, EQ, 23-Oct-2025, 3356.10, 3356.20, 3366.40, 3305.00, 3356.20, 3356.00, 3346.25, 65565, 2193.97, 8010, 42423, 64.70
AIIL, EQ, 23-Oct-2025, 3190.90, 3165.10, 3189.00, 3076.40, 3090.70, 3097.80, 3126.50, 30557, 955.36, 5860, 18187, 59.52
AIMTRON, SM, 23-Oct-2025, 753.60, 767.00, 767.00, 709.90, 717.50, 718.45, 739.80, 60000, 443.88, 126, 47200, 78.67
AIRAN, EQ, 23-Oct-2025, 22.80, 23.00, 24.43, 22.80, 23.95, 23.82, 23.73, 216722, 51.42, 1465, 111960, 51.66
AIROLAM, EQ, 23-Oct-2025, 106.00, 106.53, 108.69, 103.10, 105.00, 105.81, 106.10, 2613, 2.77, 108, 1361, 52.09
AIRTELPP, E1, 23-Oct-2025, 1563.20, 1567.55, 1577.60, 1532.10, 1535.00, 1540.75, 1545.53, 564461, 8723.90, 3009, 532433, 94.33
AISL, SM, 23-Oct-2025, 87.00, 88.00, 88.00, 88.00, 88.00, 88.00, 88.00, 1200, 1.06, 1, 1200, 100.00
AJANTPHARM, EQ, 23-Oct-2025, 2447.60, 2477.80, 2477.80, 2405.00, 2420.00, 2414.50, 2417.66, 77041, 1862.59, 14674, 48695, 63.21
AJAXENGG, EQ, 23-Oct-2025, 618.80, 624.40, 624.45, 605.05, 608.95, 607.00, 610.98, 123599, 755.16, 6827, 87924, 71.14
AJMERA, EQ, 23-Oct-2025, 1040.40, 1050.00, 1055.00, 1025.10, 1030.10, 1031.05, 1037.73, 49162, 510.17, 4269, 27297, 55.52
AJOONI, EQ, 23-Oct-2025, 5.15, 5.25, 5.25, 5.10, 5.13, 5.15, 5.19, 388849, 20.18, 652, 286887, 73.78
AKANKSHA, SM, 23-Oct-2025, 87.15, 87.45, 89.00, 87.45, 89.00, 88.70, 88.43, 9000, 7.96, 7, 7000, 77.78
AKASH, EQ, 23-Oct-2025, 26.92, 26.93, 27.96, 26.93, 27.85, 27.79, 27.73, 5519, 1.53, 100, 3981, 72.13
AKG, EQ, 23-Oct-2025, 13.17, 12.87, 13.75, 12.87, 13.68, 13.55, 13.46, 102515, 13.80, 380, 79236, 77.29
AKI, EQ, 23-Oct-2025, 8.56, 8.85, 8.85, 8.15, 8.30, 8.26, 8.36, 94110, 7.87, 336, 80393, 85.42
AKIKO, ST, 23-Oct-2025, 264.60, 277.70, 277.70, 255.00, 261.00, 261.00, 261.08, 24000, 62.66, 15, 24000, 100.00
AKSHAR, BE, 23-Oct-2025, 0.59, 0.59, 0.61, 0.57, 0.61, 0.61, 0.60, 1413207, 8.48, 754, -, -
AKSHARCHEM, EQ, 23-Oct-2025, 261.05, 266.75, 290.00, 261.50, 282.00, 277.85, 272.31, 10895, 29.67, 484, 8159, 74.89
AKSHOPTFBR, EQ, 23-Oct-2025, 7.68, 7.94, 7.94, 7.58, 7.66, 7.63, 7.67, 232583, 17.83, 522, 188370, 80.99
AKUMS, EQ, 23-Oct-2025, 470.35, 472.10, 473.45, 461.00, 464.00, 463.05, 466.89, 81528, 380.65, 3244, 51446, 63.10
AKZOINDIA, EQ, 23-Oct-2025, 3370.70, 3390.70, 3390.70, 3328.00, 3334.00, 3334.10, 3347.58, 8844, 296.06, 2283, 5254, 59.41
ALANKIT, EQ, 23-Oct-2025, 11.89, 11.90, 12.23, 11.80, 12.21, 12.12, 12.02, 481330, 57.86, 1389, 257353, 53.47
ALBERTDAVD, EQ, 23-Oct-2025, 797.75, 803.80, 809.70, 795.10, 804.00, 804.45, 804.01, 2201, 17.70, 229, 1849, 84.01
ALEMBICLTD, EQ, 23-Oct-2025, 102.56, 102.70, 103.40, 100.64, 100.99, 100.91, 101.82, 202240, 205.91, 4929, 107455, 53.13
ALICON, EQ, 23-Oct-2025, 866.45, 860.80, 873.00, 850.00, 863.00, 855.15, 859.60, 5044, 43.36, 540, 2751, 54.54
ALIVUS, EQ, 23-Oct-2025, 924.40, 936.00, 936.00, 915.15, 927.00, 921.15, 923.73, 611488, 5648.48, 9206, 540180, 88.34
ALKALI, EQ, 23-Oct-2025, 89.78, 92.00, 92.00, 88.90, 88.90, 89.05, 89.34, 7035, 6.28, 201, 3940, 56.01
ALKEM, EQ, 23-Oct-2025, 5547.50, 5575.50, 5599.00, 5519.50, 5525.00, 5534.00, 5557.92, 49489, 2750.56, 11216, 29127, 58.86
ALKYLAMINE, EQ, 23-Oct-2025, 1909.30, 1920.00, 1925.00, 1880.10, 1880.50, 1885.10, 1894.01, 20662, 391.34, 5649, 11529, 55.80
ALLCARGO, EQ, 23-Oct-2025, 33.99, 33.99, 34.08, 33.20, 33.42, 33.44, 33.64, 1510421, 508.17, 8678, 581418, 38.49
ALLDIGI, EQ, 23-Oct-2025, 896.65, 902.50, 905.50, 895.05, 898.05, 898.60, 900.94, 4535, 40.86, 390, 3726, 82.16
ALLETEC, SM, 23-Oct-2025, 252.75, 253.30, 258.80, 253.00, 255.20, 256.30, 256.36, 33200, 85.11, 75, 22000, 66.27
ALLTIME, EQ, 23-Oct-2025, 286.75, 290.95, 294.25, 287.20, 287.20, 289.80, 290.87, 915845, 2663.89, 18419, 170509, 18.62
ALMONDZ, EQ, 23-Oct-2025, 17.32, 17.32, 17.76, 16.95, 17.00, 17.01, 17.15, 121282, 20.81, 471, 99249, 81.83
ALOKINDS, EQ, 23-Oct-2025, 17.34, 17.84, 18.27, 17.57, 17.73, 17.71, 17.83, 9942360, 1772.51, 15587, 2928238, 29.45
ALPA, EQ, 23-Oct-2025, 88.30, 88.50, 89.90, 88.05, 89.00, 89.22, 89.44, 9725, 8.70, 265, 5815, 59.79
ALPEXSOLAR, SM, 23-Oct-2025, 1139.55, 1157.00, 1189.80, 1125.00, 1143.40, 1140.40, 1146.07, 51800, 593.67, 211, 33400, 64.48
ALPHA, EQ, 23-Oct-2025, 49.55, 49.68, 49.69, 48.81, 48.90, 48.96, 49.29, 1612788, 794.87, 5576, 1309423, 81.19
ALPHAETF, EQ, 23-Oct-2025, 25.69, 25.61, 25.84, 25.39, 25.49, 25.47, 25.60, 657473, 168.31, 1763, 472970, 71.94
