SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
STYRENIX, EQ, 23-Oct-2025, 2569.30, 2599.90, 2599.90, 2520.10, 2548.20, 2543.90, 2540.03, 81508, 2070.33, 7442, 60277, 73.95
SUBAHOTELS, SM, 23-Oct-2025, 194.20, 197.05, 200.00, 179.00, 181.00, 181.35, 187.54, 565200, 1059.98, 433, 312000, 55.20
SUBEXLTD, EQ, 23-Oct-2025, 13.25, 13.35, 13.63, 12.89, 13.16, 13.14, 13.20, 1807397, 238.55, 4330, 1013536, 56.08
SUBROS, EQ, 23-Oct-2025, 1075.50, 1081.20, 1094.10, 1061.20, 1075.30, 1075.30, 1075.82, 224068, 2410.57, 13861, 51266, 22.88
SUDARSCHEM, EQ, 23-Oct-2025, 1231.60, 1231.60, 1252.00, 1212.00, 1230.00, 1216.60, 1231.10, 41952, 516.47, 4921, 25230, 60.14
SUKHJITS, EQ, 23-Oct-2025, 164.47, 168.95, 168.95, 165.00, 168.50, 167.26, 166.81, 7144, 11.92, 210, 5501, 77.00
SULA, EQ, 23-Oct-2025, 254.05, 256.00, 259.35, 254.05, 255.00, 255.75, 256.37, 600588, 1539.75, 10205, 389558, 64.86
SUMEETINDS, BE, 23-Oct-2025, 38.99, 40.50, 40.50, 37.20, 38.20, 37.82, 38.90, 187217, 72.82, 1065, -, -
SUMICHEM, EQ, 23-Oct-2025, 529.80, 535.50, 535.50, 517.50, 518.50, 518.75, 521.95, 142511, 743.83, 8007, 84460, 59.27
SUMIT, EQ, 23-Oct-2025, 89.54, 88.98, 88.98, 82.00, 84.95, 84.84, 84.90, 288817, 245.21, 1275, 249613, 86.43
SUMMITSEC, EQ, 23-Oct-2025, 2366.80, 2369.70, 2495.00, 2328.30, 2424.00, 2417.30, 2427.13, 61612, 1495.41, 12076, 18145, 29.45
SUNCLAY, EQ, 23-Oct-2025, 1529.60, 1551.10, 1562.90, 1515.70, 1556.00, 1549.80, 1547.11, 16944, 262.14, 2901, 11134, 65.71
SUNDARAM, EQ, 23-Oct-2025, 1.89, 1.91, 1.92, 1.87, 1.88, 1.89, 1.89, 469271, 8.86, 706, 357616, 76.21
SUNDARMFIN, EQ, 23-Oct-2025, 4546.70, 4547.00, 4638.00, 4520.00, 4603.10, 4609.40, 4605.08, 45863, 2112.03, 9991, 30159, 65.76
SUNDRMBRAK, EQ, 23-Oct-2025, 761.20, 780.00, 780.00, 767.10, 768.00, 770.95, 770.47, 930, 7.17, 56, 783, 84.19
SUNDRMFAST, EQ, 23-Oct-2025, 981.45, 1005.60, 1009.00, 975.05, 981.00, 978.45, 986.01, 68267, 673.12, 9060, 28798, 42.18
SUNDROP, EQ, 23-Oct-2025, 778.70, 767.00, 780.00, 764.00, 764.00, 768.80, 772.70, 8337, 64.42, 567, 6454, 77.41
SUNFLAG, EQ, 23-Oct-2025, 260.40, 261.25, 262.95, 257.10, 260.70, 260.50, 260.12, 106934, 278.15, 3214, 48168, 45.04
SUNLITE, SM, 23-Oct-2025, 173.00, 173.05, 175.00, 173.05, 174.50, 174.65, 174.02, 6000, 10.44, 5, 3600, 60.00
SUNPHARMA, EQ, 23-Oct-2025, 1690.50, 1705.00, 1712.00, 1682.20, 1695.00, 1689.90, 1696.58, 2687094, 45588.80, 102461, 1802683, 67.09
SUNREST, SM, 23-Oct-2025, 44.00, 44.50, 44.50, 44.50, 44.50, 44.50, 44.50, 11200, 4.98, 3, 11200, 100.00
SUNTECH, SM, 23-Oct-2025, 51.00, 52.00, 57.20, 52.00, 57.20, 57.20, 55.20, 51200, 28.26, 32, 41600, 81.25
SUNTECK, EQ, 23-Oct-2025, 437.05, 440.00, 440.05, 431.35, 432.50, 432.75, 433.89, 142592, 618.70, 6447, 80490, 56.45
SUNTV, EQ, 23-Oct-2025, 567.50, 567.50, 577.00, 563.50, 566.90, 568.70, 570.89, 297253, 1696.98, 15633, 160817, 54.10
SUPERHOUSE, EQ, 23-Oct-2025, 163.87, 164.00, 165.50, 162.00, 162.90, 162.50, 164.31, 4722, 7.76, 145, 2664, 56.42
SUPERSPIN, EQ, 23-Oct-2025, 9.45, 9.45, 9.98, 9.40, 9.68, 9.67, 9.73, 33042, 3.22, 173, 24564, 74.34
SUPRAJIT, EQ, 23-Oct-2025, 447.30, 444.45, 460.00, 444.45, 446.00, 447.05, 449.92, 90196, 405.81, 7711, 33997, 37.69
SUPREME, EQ, 23-Oct-2025, 86.48, 86.50, 89.00, 84.21, 84.80, 85.81, 86.77, 55914, 48.52, 800, 19382, 34.66
SUPREMEIND, EQ, 23-Oct-2025, 4190.40, 4206.00, 4212.50, 4140.00, 4156.50, 4151.00, 4165.46, 96465, 4018.21, 16973, 60509, 62.73
SUPREMEINF, BZ, 23-Oct-2025, 101.04, 102.05, 105.90, 101.04, 101.51, 101.51, 102.08, 1273, 1.30, 21, -, -
SUPREMEPWR, SM, 23-Oct-2025, 218.60, 218.60, 223.00, 215.00, 215.50, 215.90, 218.52, 52500, 114.72, 100, 31500, 60.00
SUPRIYA, EQ, 23-Oct-2025, 754.15, 764.75, 767.70, 734.00, 745.75, 744.45, 744.88, 363214, 2705.52, 15527, 225045, 61.96
SURAJEST, EQ, 23-Oct-2025, 275.80, 276.10, 279.75, 270.60, 271.50, 272.70, 273.31, 76659, 209.52, 2001, 42597, 55.57
SURAJLTD, EQ, 23-Oct-2025, 333.40, 330.10, 333.70, 315.00, 315.00, 316.55, 320.84, 30823, 98.89, 710, 7765, 25.19
SURAKSHA, EQ, 23-Oct-2025, 310.30, 307.55, 312.20, 303.85, 310.50, 310.80, 309.02, 37760, 116.69, 1889, 23520, 62.29
SURANASOL, EQ, 23-Oct-2025, 32.38, 32.01, 32.74, 31.90, 31.90, 32.01, 32.14, 79954, 25.70, 1205, 52572, 65.75
SURANAT&P, EQ, 23-Oct-2025, 20.82, 20.98, 22.31, 20.91, 21.66, 21.90, 21.53, 218073, 46.94, 1327, 112010, 51.36
SURANI, SM, 23-Oct-2025, 92.00, 90.10, 90.10, 90.10, 90.10, 90.10, 90.10, 200, 0.18, 1, 200, 100.00
SURYALAXMI, EQ, 23-Oct-2025, 60.48, 61.99, 63.50, 61.99, 62.89, 62.44, 62.60, 22146, 13.86, 203, 16557, 74.76
SURYAROSNI, EQ, 23-Oct-2025, 278.30, 279.60, 280.55, 267.25, 268.45, 268.70, 271.42, 497902, 1351.40, 19330, 289111, 58.07
SURYODAY, EQ, 23-Oct-2025, 151.06, 149.00, 150.97, 147.56, 148.72, 148.81, 149.03, 226974, 338.26, 3909, 128012, 56.40
SUTLEJTEX, EQ, 23-Oct-2025, 34.88, 35.10, 36.40, 35.10, 36.00, 35.86, 35.66, 69055, 24.62, 931, 43078, 62.38
SUVEN, EQ, 23-Oct-2025, 197.49, 201.98, 203.95, 192.51, 195.26, 193.93, 198.40, 197754, 392.35, 4236, 93935, 47.50
SUVIDHAA, EQ, 23-Oct-2025, 3.97, 3.95, 4.10, 3.90, 4.00, 3.97, 3.98, 107003, 4.26, 409, 72010, 67.30
SUYOG, EQ, 23-Oct-2025, 791.05, 806.60, 806.60, 782.05, 784.05, 785.80, 791.26, 9933, 78.60, 620, 5412, 54.49
SUZLON, EQ, 23-Oct-2025, 54.18, 54.54, 55.25, 54.22, 54.30, 54.53, 54.83, 76480331, 41931.43, 132284, 39714420, 51.93
SVLL, EQ, 23-Oct-2025, 786.05, 801.00, 801.00, 757.45, 794.30, 775.30, 774.96, 348, 2.70, 30, 197, 56.61
SVPGLOB, EQ, 23-Oct-2025, 3.67, 3.73, 3.80, 3.50, 3.50, 3.56, 3.64, 150070, 5.46, 197, 139069, 92.67
SWANCORP, EQ, 23-Oct-2025, 430.15, 433.50, 437.00, 428.50, 429.25, 429.65, 432.50, 432177, 1869.16, 9933, 186029, 43.04
SWARAJ, SM, 23-Oct-2025, 192.05, 195.00, 196.00, 193.00, 193.00, 193.20, 194.89, 35000, 68.21, 49, 31000, 88.57
SWARAJENG, EQ, 23-Oct-2025, 4063.30, 4102.00, 4102.00, 4050.20, 4057.10, 4059.00, 4067.92, 9360, 380.76, 2346, 4724, 50.47
SWASTIK, SM, 23-Oct-2025, 30.00, 29.50, 29.85, 29.50, 29.60, 29.60, 29.61, 6000, 1.78, 4, 6000, 100.00
SWELECTES, EQ, 23-Oct-2025, 826.65, 832.00, 849.90, 829.80, 830.10, 835.70, 841.09, 49705, 418.06, 4980, 20079, 40.40
SWIGGY, EQ, 23-Oct-2025, 432.10, 432.10, 433.05, 423.00, 423.50, 424.30, 426.85, 7858545, 33544.06, 57574, 5216356, 66.38
SWSOLAR, EQ, 23-Oct-2025, 230.46, 233.26, 233.50, 227.17, 227.90, 228.41, 228.90, 1311974, 3003.12, 19046, 578166, 44.07
SYLVANPLY, SM, 23-Oct-2025, 68.20, 67.05, 67.05, 65.20, 65.25, 65.25, 65.83, 6000, 3.95, 3, 6000, 100.00
SYMPHONY, EQ, 23-Oct-2025, 926.70, 929.50, 931.30, 903.10, 909.75, 912.25, 910.84, 64513, 587.61, 10578, 35826, 55.53
SYNCOMF, EQ, 23-Oct-2025, 16.77, 16.59, 16.87, 16.50, 16.72, 16.72, 16.71, 1177563, 196.77, 4234, 759604, 64.51
SYNGENE, EQ, 23-Oct-2025, 641.85, 644.00, 664.25, 642.00, 661.10, 661.25, 658.14, 1034780, 6810.34, 46996, 511326, 49.41
SYNOPTICS, SM, 23-Oct-2025, 83.95, 83.95, 83.95, 79.75, 80.30, 80.30, 80.82, 3000, 2.42, 5, 2400, 80.00
SYRMA, EQ, 23-Oct-2025, 795.65, 800.05, 804.55, 765.00, 765.25, 768.85, 775.22, 1126925, 8736.19, 38038, 611939, 54.30
SYSTANGO, SM, 23-Oct-2025, 232.15, 228.15, 232.50, 226.25, 226.25, 226.75, 229.02, 13600, 31.15, 28, 11600, 85.29
SYSTMTXC, EQ, 23-Oct-2025, 168.67, 167.01, 171.00, 167.00, 167.00, 167.21, 168.70, 89725, 151.37, 1981, 32041, 35.71
TAC, ST, 23-Oct-2025, 776.65, 799.90, 815.45, 799.90, 815.45, 815.45, 813.52, 80200, 652.45, 255, 74000, 92.27
TAINWALCHM, EQ, 23-Oct-2025, 204.96, 202.25, 208.80, 199.50, 201.40, 200.72, 201.92, 9895, 19.98, 389, 6123, 61.88
TAJGVK, EQ, 23-Oct-2025, 411.25, 414.00, 415.25, 409.90, 410.00, 411.30, 411.76, 107226, 441.52, 4954, 56815, 52.99
TAKE, BE, 23-Oct-2025, 22.64, 23.77, 23.77, 23.77, 23.77, 23.77, 23.77, 568953, 135.24, 743, -, -
TALBROAUTO, EQ, 23-Oct-2025, 302.55, 302.55, 304.65, 291.05, 292.90, 293.55, 297.62, 116344, 346.26, 4088, 62551, 53.76
TANLA, EQ, 23-Oct-2025, 637.50, 640.00, 640.70, 619.00, 622.95, 622.45, 624.91, 1184010, 7399.04, 44392, 592646, 50.05
TAPIFRUIT, ST, 23-Oct-2025, 92.30, 95.00, 96.90, 95.00, 96.90, 96.90, 95.95, 1500, 1.44, 2, 1500, 100.00
TARACHAND, EQ, 23-Oct-2025, 90.73, 90.06, 91.35, 87.35, 88.60, 88.08, 89.12, 189258, 168.67, 3378, 96187, 50.82
TARAPUR, BE, 23-Oct-2025, 34.62, 33.02, 36.35, 32.88, 36.35, 36.35, 34.59, 141928, 49.10, 653, -, -
TARC, EQ, 23-Oct-2025, 146.64, 147.05, 147.67, 143.26, 146.50, 146.41, 145.57, 325324, 473.56, 5054, 167422, 51.46
TARIL, EQ, 23-Oct-2025, 482.50, 485.25, 488.00, 478.95, 482.40, 482.10, 482.48, 319932, 1543.59, 12010, 184421, 57.64
TARMAT, EQ, 23-Oct-2025, 54.98, 55.70, 55.70, 53.05, 53.52, 54.01, 54.22, 20598, 11.17, 565, 14580, 70.78
TARSONS, EQ, 23-Oct-2025, 290.25, 289.00, 291.70, 289.00, 290.00, 290.05, 290.15, 54546, 158.27, 1558, 41512, 76.10
TASTYBITE, EQ, 23-Oct-2025, 9158.00, 9280.00, 9296.00, 9158.00, 9162.00, 9174.00, 9231.13, 1607, 148.34, 654, 932, 58.00
TATACAP, EQ, 23-Oct-2025, 329.95, 329.55, 330.00, 324.45, 324.50, 325.05, 326.84, 9542377, 31188.02, 64534, 7862677, 82.40
TATACHEM, EQ, 23-Oct-2025, 912.90, 918.80, 918.85, 902.00, 905.00, 904.70, 908.33, 297380, 2701.19, 12634, 153652, 51.67
TATACOMM, EQ, 23-Oct-2025, 1915.30, 1919.00, 1919.40, 1846.40, 1852.30, 1852.20, 1870.72, 303295, 5673.79, 22940, 123931, 40.86
TATACONSUM, EQ, 23-Oct-2025, 1174.60, 1174.60, 1191.20, 1158.00, 1159.00, 1161.00, 1175.05, 1137414, 13365.22, 35990, 595095, 52.32
TATAELXSI, EQ, 23-Oct-2025, 5354.50, 5401.50, 5490.00, 5364.50, 5487.50, 5471.00, 5457.52, 289323, 15789.86, 27059, 118558, 40.98
TATAGOLD, EQ, 23-Oct-2025, 12.57, 12.40, 12.50, 11.00, 11.93, 11.94, 11.80, 136574411, 16116.37, 194752, 55111222, 40.35
TATAINVEST, EQ, 23-Oct-2025, 875.00, 892.00, 898.00, 822.00, 827.00, 827.00, 843.21, 9005470, 75935.37, 149668, 1661541, 18.45
TATAMOTORS, EQ, 23-Oct-2025, 401.85, 407.50, 408.90, 403.60, 405.80, 405.85, 406.59, 14126009, 57434.29, 192363, 6043191, 42.78
TATAPOWER, EQ, 23-Oct-2025, 398.80, 398.85, 403.85, 396.15, 396.70, 397.65, 400.74, 5231732, 20965.58, 50204, 2583200, 49.38
TATASTEEL, EQ, 23-Oct-2025, 172.78, 173.90, 176.08, 173.64, 174.00, 174.16, 174.74, 31472510, 54994.40, 171010, 18675222, 59.34
TATATECH, EQ, 23-Oct-2025, 685.00, 689.15, 699.55, 689.00, 692.40, 691.40, 694.13, 802480, 5570.28, 22855, 325925, 40.61
TATSILV, EQ, 23-Oct-2025, 14.89, 15.26, 15.48, 13.80, 14.36, 14.39, 14.16, 80577211, 11413.03, 120425, 34074108, 42.29
TATVA, EQ, 23-Oct-2025, 1407.10, 1411.00, 1418.00, 1337.60, 1377.00, 1376.60, 1374.62, 184933, 2542.13, 15762, 68466, 37.02
TAURIAN, ST, 23-Oct-2025, 339.10, 342.00, 342.00, 326.00, 326.00, 328.00, 331.21, 41600, 137.78, 47, 41600, 100.00
TBI, SM, 23-Oct-2025, 91.90, 91.90, 91.90, 88.20, 91.40, 90.75, 90.24, 13800, 12.45, 22, 9000, 65.22
TBOTEK, EQ, 23-Oct-2025, 1574.20, 1573.20, 1630.10, 1561.20, 1588.80, 1594.60, 1603.13, 84960, 1362.02, 14073, 40767, 47.98
TBZ, EQ, 23-Oct-2025, 184.13, 188.00, 188.00, 183.05, 183.31, 183.66, 184.39, 103643, 191.11, 1909, 55147, 53.21
TCI, EQ, 23-Oct-2025, 1203.20, 1192.00, 1217.30, 1192.00, 1192.00, 1194.40, 1202.18, 11060, 132.96, 2143, 5395, 48.78
TCIEXP, EQ, 23-Oct-2025, 680.10, 681.00, 685.00, 665.95, 666.90, 668.50, 671.10, 24401, 163.75, 1862, 15915, 65.22
TCIFINANCE, EQ, 23-Oct-2025, 11.73, 11.49, 12.90, 11.49, 12.90, 12.46, 12.29, 24211, 2.97, 162, 21134, 87.29
TCL, SM, 23-Oct-2025, 127.65, 130.00, 137.00, 123.00, 136.50, 131.85, 131.11, 64800, 84.96, 66, 60800, 93.83
TCPLPACK, EQ, 23-Oct-2025, 3529.70, 3515.00, 3539.80, 3450.00, 3450.00, 3456.50, 3472.47, 2128, 73.89, 717, 1237, 58.13
TCS, EQ, 23-Oct-2025, 3006.70, 3055.00, 3098.00, 3036.10, 3070.00, 3073.20, 3075.63, 5564758, 171151.35, 290229, 3539362, 63.60
TDPOWERSYS, EQ, 23-Oct-2025, 652.00, 652.00, 665.40, 640.10, 644.80, 646.40, 652.64, 668056, 4359.97, 37072, 300999, 45.06
TEAMGTY, BE, 23-Oct-2025, 249.50, 249.50, 249.50, 249.00, 249.00, 249.00, 249.46, 130, 0.32, 4, -, -
TEAMLEASE, EQ, 23-Oct-2025, 1755.20, 1764.40, 1776.50, 1742.60, 1760.00, 1756.80, 1758.28, 11431, 200.99, 3063, 6735, 58.92
TECH, EQ, 23-Oct-2025, 37.76, 37.78, 38.92, 37.03, 38.44, 38.55, 38.57, 132497, 51.11, 498, 113758, 85.86
TECHD, ST, 23-Oct-2025, 631.50, 627.00, 629.95, 615.60, 627.50, 622.70, 622.46, 63600, 395.88, 91, 58800, 92.45
TECHERA, ST, 23-Oct-2025, 288.10, 292.00, 295.80, 276.05, 285.95, 283.90, 286.42, 52000, 148.94, 63, 48800, 93.85
TECHLABS, SM, 23-Oct-2025, 464.25, 460.00, 467.00, 452.30, 455.00, 455.35, 459.89, 10250, 47.14, 60, 8750, 85.37
TECHM, EQ, 23-Oct-2025, 1448.70, 1465.00, 1487.50, 1460.90, 1465.30, 1463.40, 1475.22, 3244860, 47868.79, 85988, 1739781, 53.62
TECHNOE, EQ, 23-Oct-2025, 1357.20, 1365.80, 1372.00, 1322.80, 1325.00, 1328.00, 1344.67, 158128, 2126.31, 14125, 101542, 64.22
TECILCHEM, BE, 23-Oct-2025, 18.38, 18.74, 18.74, 18.74, 18.74, 18.74, 18.74, 520, 0.10, 3, -, -
TEGA, EQ, 23-Oct-2025, 1927.70, 1934.60, 1944.00, 1922.00, 1931.00, 1930.50, 1932.32, 91899, 1775.78, 8497, 59077, 64.28
TEJASCARGO, ST, 23-Oct-2025, 280.00, 293.50, 293.50, 293.50, 293.50, 293.50, 293.50, 2400, 7.04, 1, 2400, 100.00
TEJASNET, EQ, 23-Oct-2025, 548.65, 549.00, 552.00, 538.50, 538.90, 539.65, 541.57, 872938, 4727.55, 25118, 393058, 45.03
TEMBO, EQ, 23-Oct-2025, 633.70, 625.00, 627.40, 605.00, 609.90, 610.85, 616.08, 45463, 280.09, 1932, 29452, 64.78
TERASOFT, BE, 23-Oct-2025, 474.35, 483.80, 483.80, 483.80, 483.80, 483.80, 483.80, 3864, 18.69, 65, -, -
TEXINFRA, EQ, 23-Oct-2025, 92.30, 92.60, 94.50, 91.31, 92.50, 93.01, 92.91, 135339, 125.74, 1612, 71238, 52.64
TEXMOPIPES, EQ, 23-Oct-2025, 55.28, 55.28, 55.88, 54.50, 54.51, 54.59, 55.06, 19364, 10.66, 424, 13657, 70.53
TEXRAIL, EQ, 23-Oct-2025, 135.11, 136.00, 136.80, 135.25, 135.90, 135.96, 135.85, 926922, 1259.21, 13024, 406720, 43.88
TFCILTD, EQ, 23-Oct-2025, 73.42, 73.40, 73.60, 69.43, 71.19, 71.29, 71.19, 5489431, 3907.96, 13706, 3666990, 66.80
TFL, EQ, 23-Oct-2025, 14.07, 14.08, 14.99, 14.05, 14.24, 14.13, 14.21, 7211, 1.02, 69, 5076, 70.39
TGBHOTELS, EQ, 23-Oct-2025, 12.06, 11.77, 11.99, 11.75, 11.97, 11.87, 11.90, 10381, 1.24, 94, 7547, 72.70
TGL, SM, 23-Oct-2025, 47.85, 47.95, 48.45, 46.60, 47.65, 47.25, 47.15, 11000, 5.19, 47, 8400, 76.36
THANGAMAYL, EQ, 23-Oct-2025, 1973.80, 1987.00, 2000.00, 1939.50, 1947.10, 1950.70, 1960.49, 25370, 497.38, 4619, 15506, 61.12
THEINVEST, EQ, 23-Oct-2025, 146.02, 146.00, 148.29, 143.25, 143.25, 143.89, 144.85, 4679, 6.78, 247, 3052, 65.23
THEJO, EQ, 23-Oct-2025, 1837.10, 1831.30, 1837.90, 1794.10, 1809.90, 1803.20, 1811.47, 1605, 29.07, 393, 1066, 66.42
THELEELA, EQ, 23-Oct-2025, 440.30, 440.70, 446.55, 433.20, 435.00, 435.25, 437.89, 314904, 1378.92, 16141, 191145, 60.70
THEMISMED, EQ, 23-Oct-2025, 126.21, 125.25, 130.09, 125.25, 128.65, 128.58, 128.03, 138432, 177.24, 2813, 72675, 52.50
THERMAX, EQ, 23-Oct-2025, 3219.10, 3241.90, 3260.00, 3175.00, 3181.00, 3187.80, 3214.22, 107976, 3470.59, 17927, 59876, 55.45
THESL, SM, 23-Oct-2025, 35.50, 33.90, 36.30, 33.75, 33.75, 33.75, 34.19, 24000, 8.21, 8, 12000, 50.00
THOMASCOOK, EQ, 23-Oct-2025, 167.36, 168.53, 168.73, 162.16, 163.16, 164.28, 164.49, 654640, 1076.85, 14512, 355369, 54.28
THOMASCOTT, EQ, 23-Oct-2025, 359.70, 372.95, 372.95, 346.10, 357.85, 353.60, 357.41, 72905, 260.57, 2898, 32207, 44.18
THYROCARE, EQ, 23-Oct-2025, 1257.30, 1274.60, 1274.60, 1245.30, 1250.10, 1251.90, 1256.02, 189471, 2379.80, 17769, 79589, 42.01
TI, EQ, 23-Oct-2025, 493.80, 496.25, 497.85, 477.00, 480.00, 480.95, 487.26, 880063, 4288.20, 22559, 427480, 48.57
TICL, EQ, 23-Oct-2025, 31.42, 31.85, 31.85, 29.84, 29.84, 29.84, 30.28, 300537, 91.01, 1045, 163470, 54.39
TIGERLOGS, EQ, 23-Oct-2025, 45.37, 45.25, 46.24, 41.40, 42.45, 42.10, 43.19, 602676, 260.28, 4016, 422541, 70.11
TIIL, EQ, 23-Oct-2025, 2394.80, 2450.00, 2545.00, 2406.00, 2530.00, 2531.00, 2494.40, 25219, 629.06, 4680, 14091, 55.87
TIINDIA, EQ, 23-Oct-2025, 3129.90, 3130.00, 3214.00, 3113.10, 3209.50, 3206.40, 3188.05, 187333, 5972.28, 23628, 98433, 52.54
TIJARIA, EQ, 23-Oct-2025, 6.37, 6.83, 6.90, 6.00, 6.32, 6.27, 6.60, 282663, 18.65, 468, 211947, 74.98
TIL, EQ, 23-Oct-2025, 314.20, 312.00, 319.80, 309.00, 313.10, 313.05, 311.89, 17714, 55.25, 462, 9555, 53.94
TIMETECHNO, EQ, 23-Oct-2025, 222.74, 222.95, 224.55, 215.63, 215.85, 216.37, 219.56, 1059630, 2326.50, 22267, 452751, 42.73
TIMKEN, EQ, 23-Oct-2025, 2961.90, 2962.60, 2990.00, 2931.10, 2990.00, 2982.10, 2967.63, 33235, 986.29, 4931, 18709, 56.29
TINNARUBR, EQ, 23-Oct-2025, 1001.30, 1009.90, 1011.90, 970.05, 981.00, 980.70, 988.78, 21011, 207.75, 2692, 12266, 58.38
TIPSFILMS, EQ, 23-Oct-2025, 440.45, 440.00, 441.95, 431.00, 435.30, 434.20, 434.60, 1599, 6.95, 299, 1227, 76.74
TIPSMUSIC, EQ, 23-Oct-2025, 521.25, 519.00, 533.70, 516.85, 530.25, 530.30, 526.46, 416904, 2194.81, 21543, 231412, 55.51
TIRUMALCHM, EQ, 23-Oct-2025, 280.25, 283.35, 283.75, 278.80, 280.00, 280.60, 281.29, 231014, 649.83, 4421, 174046, 75.34
TIRUPATI, SM, 23-Oct-2025, 760.10, 781.00, 785.00, 780.00, 785.00, 785.00, 784.50, 2250, 17.65, 4, 2250, 100.00
TIRUPATIFL, EQ, 23-Oct-2025, 39.26, 40.26, 44.70, 39.57, 43.50, 43.37, 43.09, 1253072, 539.97, 6655, 622671, 49.69
TITAGARH, EQ, 23-Oct-2025, 881.35, 886.05, 892.35, 877.10, 882.80, 879.75, 884.13, 456278, 4034.11, 14804, 163066, 35.74
TITAN, EQ, 23-Oct-2025, 3729.00, 3765.00, 3800.00, 3738.30, 3763.30, 3772.30, 3771.34, 1622402, 61186.22, 132329, 844376, 52.04
TMB, EQ, 23-Oct-2025, 455.50, 455.50, 460.65, 448.70, 449.35, 449.70, 454.46, 227465, 1033.73, 10304, 149309, 65.64
TNIDETF, EQ, 23-Oct-2025, 95.30, 95.30, 97.00, 95.30, 96.00, 96.27, 96.45, 91969, 88.70, 783, 65476, 71.19
TNPETRO, BE, 23-Oct-2025, 108.51, 111.00, 113.93, 108.51, 112.99, 112.39, 112.46, 318778, 358.50, 2027, -, -
TNPL, EQ, 23-Oct-2025, 155.42, 155.00, 158.48, 154.01, 155.20, 154.66, 156.31, 116714, 182.44, 3359, 50190, 43.00
TNTELE, EQ, 23-Oct-2025, 13.26, 13.85, 13.85, 12.68, 13.00, 12.91, 12.96, 38699, 5.01, 379, 26938, 69.61
TOKYOPLAST, EQ, 23-Oct-2025, 126.19, 126.19, 128.89, 125.51, 126.07, 126.31, 126.70, 5824, 7.38, 251, 3428, 58.86
TOLINS, EQ, 23-Oct-2025, 166.71, 166.70, 188.50, 166.65, 179.80, 182.86, 182.46, 3331783, 6079.12, 32859, 457940, 13.74
TOP100CASE, EQ, 23-Oct-2025, 11.03, 10.70, 11.36, 10.70, 11.00, 11.05, 11.09, 845895, 93.81, 2028, 709148, 83.83
TOP10ADD, EQ, 23-Oct-2025, 98.80, 98.99, 100.34, 98.99, 99.37, 99.74, 99.96, 509394, 509.20, 1950, 345993, 67.92
TOP15IETF, EQ, 23-Oct-2025, 10.95, 11.03, 11.33, 10.97, 11.00, 11.00, 11.11, 832177, 92.44, 512, 530342, 63.73
TORNTPHARM, EQ, 23-Oct-2025, 3590.90, 3572.00, 3628.50, 3565.00, 3620.00, 3614.10, 3609.25, 240712, 8687.89, 26598, 134132, 55.72
TORNTPOWER, EQ, 23-Oct-2025, 1319.20, 1319.20, 1333.50, 1306.10, 1318.00, 1328.40, 1326.28, 874732, 11601.35, 21262, 660342, 75.49
TOTAL, EQ, 23-Oct-2025, 69.11, 72.48, 72.48, 68.56, 69.07, 69.12, 69.44, 6854, 4.76, 84, 4432, 64.66
TOUCHWOOD, EQ, 23-Oct-2025, 101.15, 103.90, 103.90, 100.00, 101.98, 101.76, 102.51, 8215, 8.42, 100, 6741, 82.06
TPHQ, EQ, 23-Oct-2025, 0.66, 0.67, 0.67, 0.65, 0.66, 0.66, 0.66, 1356624, 9.01, 826, 992300, 73.14
TPLPLASTEH, EQ, 23-Oct-2025, 69.60, 68.80, 71.60, 68.80, 70.00, 69.90, 70.15, 69669, 48.87, 1195, 52668, 75.60
TRACXN, EQ, 23-Oct-2025, 53.97, 54.59, 55.27, 52.93, 53.00, 53.08, 53.49, 591351, 316.30, 3248, 442275, 74.79
TRANSRAILL, EQ, 23-Oct-2025, 749.70, 756.00, 758.00, 738.05, 739.00, 743.25, 747.92, 347475, 2598.84, 14851, 168562, 48.51
TRANSTEEL, SM, 23-Oct-2025, 133.55, 132.00, 133.50, 129.20, 133.25, 132.50, 132.05, 26000, 34.33, 13, 16000, 61.54
TRANSWORLD, EQ, 23-Oct-2025, 248.20, 253.20, 253.20, 245.50, 245.50, 247.20, 248.76, 15574, 38.74, 1114, 6863, 44.07
TRAVELFOOD, EQ, 23-Oct-2025, 1335.50, 1332.50, 1349.90, 1300.10, 1348.90, 1342.40, 1329.35, 132460, 1760.86, 8497, 81513, 61.54
TREEHOUSE, EQ, 23-Oct-2025, 7.55, 7.73, 7.81, 7.43, 7.44, 7.45, 7.51, 16846, 1.27, 160, 11479, 68.14
TREJHARA, EQ, 23-Oct-2025, 217.33, 222.50, 225.72, 211.01, 221.00, 222.33, 219.43, 39501, 86.68, 1043, 24348, 61.64
TREL, EQ, 23-Oct-2025, 30.09, 30.10, 30.23, 29.10, 29.50, 29.32, 29.70, 67596, 20.07, 553, 52528, 77.71
TRENT, EQ, 23-Oct-2025, 4791.10, 4800.00, 4866.50, 4766.90, 4787.00, 4783.30, 4810.02, 769642, 37019.96, 74437, 361678, 46.99
